,row,gender,birth_year,edu_degree,course_category,course_type,course_duration,student_amount,course_amount,dropout_rate_of_course,dropout_rate_of_user,L_mean,L_var,L_skew,L_kurtosis,S_mean,S_var,S_skew,S_kurtosis,11,12,13,14,21,22,23,24,31,32,33,34,41,42,43,44
741,68519,0,,0,0,0,9648000,286,1.0,80,,66307.8,28340932587.92,2.82,6.44,21.67,2319.66,2.93,8.18,119,0,0,43,0,79,0,9,0,0,0,0,43,9,0,41
742,2987,0,,0,17,0,10681200,344,1.0,82,,,,,,17.26,1090.53,2.31,3.73,10,0,0,4,0,0,0,0,0,0,0,0,5,0,0,15
743,199601,1,,0,18,0,7343940,928,1.0,80,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
744,35762,0,,0,11,0,13708800,1332,4.0,76,100.0,111361.1,82307264085.23,3.38,10.91,19.16,2403.77,3.87,15.46,85,2,0,45,2,14,0,5,0,0,0,0,46,5,0,89
745,134066,1,,0,5,0,18446400,533,1.0,90,,,,,,62.0,8944.22,1.31,0.01,6,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
746,265139,2,9.0,3,2,0,8812800,312,13.0,62,46.0,,,,,7.0,33.5,0.49,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
747,330677,2,,4,15,0,10254600,311,4.0,81,100.0,301673.5,452673792468.25,1.79,1.2,27.04,2457.34,2.64,7.42,120,0,0,15,0,28,0,2,0,0,0,0,15,2,0,21
748,166842,0,,0,18,0,11545200,622,3.0,86,66.0,121178.6,65093950515.84,2.55,4.74,32.41,2739.06,1.65,1.26,9,0,0,4,0,0,0,0,0,0,0,1,4,0,1,29
749,265150,0,,0,2,0,8812800,312,1.0,62,,,,,,20.84,2030.78,2.71,6.17,4,0,0,1,0,12,0,1,0,0,0,0,1,1,0,10
750,199616,1,8.0,3,18,0,7343940,928,9.0,80,66.0,,,,,21.75,2544.69,3.07,8.71,1,0,0,5,0,0,0,0,0,0,0,0,5,0,0,13
751,428993,1,9.0,3,13,0,10283400,315,7.0,83,71.0,55994.92,9225227920.69,2.43,5.12,34.05,4647.94,2.26,3.96,54,0,0,14,0,6,0,10,0,0,0,1,15,10,1,52
752,265155,1,,3,2,0,8812800,312,,62,,,,,,23.12,1119.75,2.06,3.38,1,0,0,4,0,0,0,0,0,0,0,0,4,1,0,7
753,330692,0,,0,15,0,10254600,311,1.0,81,,,,,,1.75,6.19,1.07,0.75,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
754,428999,0,,0,13,0,10283400,315,,83,,59173.5,9863711428.25,1.15,0.67,12.72,1062.37,4.37,21.66,49,0,0,3,0,3,0,1,0,0,0,0,4,1,0,11
755,396234,1,8.0,3,4,0,11894400,349,4.0,83,100.0,132563.27,105446812815.4,3.38,9.65,16.99,1391.8,3.11,10.04,40,1,0,0,1,79,0,0,0,0,0,0,0,0,0,0
756,68555,1,9.0,3,0,0,9648000,286,6.0,80,83.0,,,,,15.4,1594.04,2.65,5.07,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4
757,461771,0,,0,18,0,5412600,736,5.0,90,40.0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
758,396237,0,,0,4,0,11894400,349,4.0,83,100.0,49966.33,20717606567.22,2.94,6.78,18.73,1862.26,3.25,10.55,512,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0
759,166865,0,,0,18,0,11545200,622,6.0,86,66.0,207568.56,179003291506.47,2.37,3.81,19.32,2144.53,3.41,11.24,15,3,0,1,3,32,0,11,0,0,0,0,1,11,0,26
760,330708,0,,0,15,0,10254600,311,8.0,81,75.0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
761,363478,1,9.0,5,17,0,13881600,511,3.0,87,100.0,125814.33,67607720551.56,1.77,1.17,23.34,1269.23,2.61,7.28,19,5,0,0,4,9,0,3,0,0,0,0,1,2,0,0
762,199639,1,9.0,0,18,0,7343940,928,1.0,80,,322002.14,216412751240.12,1.5,0.88,23.06,2038.77,2.78,8.15,5,0,0,7,0,40,0,1,0,0,0,0,6,1,0,30
763,396247,0,,0,4,0,11894400,349,,83,,11908.88,746642986.61,2.25,3.11,21.58,2032.96,3.16,10.82,181,0,0,16,0,49,0,4,0,0,0,0,16,4,0,1
764,166873,1,9.0,3,18,0,11545200,622,3.0,86,66.0,,,,,43.6,5810.24,1.5,0.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
765,101338,0,,0,16,0,11066400,1527,2.0,22,,,,,,10.27,444.56,3.37,12.53,0,0,0,1,0,22,0,1,0,0,0,0,1,2,0,5
766,330713,2,9.0,3,15,0,10254600,311,1.0,81,,21284.62,1450914766.08,1.34,0.09,16.69,1689.33,4.03,17.71,81,0,0,31,0,44,0,15,0,0,0,0,31,14,0,74
767,429020,1,7.0,7,13,0,10283400,315,4.0,83,100.0,143907.18,41826049808.26,1.38,0.52,28.3,3879.38,2.86,7.3,85,1,0,8,0,4,0,4,0,0,0,0,9,3,0,61
768,166880,0,,0,18,0,11545200,622,3.0,86,100.0,,,,,22.87,2390.92,3.24,9.03,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11
769,166884,1,,7,18,0,11545200,622,6.0,86,83.0,81860.0,14594028902.0,1.11,0.7,40.44,6648.12,2.18,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17
770,429029,0,,0,13,0,10283400,315,17.0,83,94.0,,,,,45.84,6651.63,1.56,0.83,32,1,0,3,0,1,0,1,0,0,0,0,4,0,0,1
771,68582,0,,0,0,0,9648000,286,2.0,80,,167777.19,47177308116.4,1.05,0.35,18.0,1623.07,3.12,10.68,10,0,0,20,0,0,0,0,0,0,0,0,20,0,0,25
772,134119,1,7.0,3,5,0,18446400,533,13.0,90,69.0,62225.79,46052640978.89,4.01,15.47,42.78,4359.13,1.78,2.18,149,0,0,16,0,0,0,0,0,0,0,0,15,0,0,9
773,396266,1,9.0,6,4,0,11894400,349,4.0,83,75.0,67341.93,35966136705.13,3.09,8.16,26.68,2109.07,2.73,7.78,363,0,0,10,0,31,0,4,0,0,0,2,10,4,2,1
774,297964,0,,0,18,0,12096000,1202,2.0,85,,29877.97,7675728405.24,5.25,31.4,27.6,3053.91,2.69,7.0,495,0,0,49,0,14,0,5,0,0,0,0,49,5,0,22
775,68592,1,,0,0,0,9648000,286,1.0,80,,135511.57,58989293646.82,1.59,0.95,16.75,1968.3,3.64,13.81,79,1,0,20,1,0,0,0,0,0,0,0,20,0,0,31
776,199664,0,,0,18,0,7343940,928,2.0,80,,,,,,31.52,3157.25,2.9,8.85,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,28
777,68600,1,9.0,3,0,0,9648000,286,,80,,28350.18,7773631811.06,2.85,6.1,18.59,1913.43,3.35,11.89,141,18,0,41,17,42,0,5,0,0,0,0,42,4,0,40
778,363514,1,8.0,3,17,0,13881600,511,6.0,87,100.0,517.5,29189.25,0.83,0.95,34.68,3767.26,2.09,3.46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,101371,0,,0,16,0,11066400,1527,1.0,22,,,,,,5.04,133.64,5.21,32.81,0,0,0,0,0,58,0,4,0,0,0,0,0,5,0,9
780,35836,1,7.0,3,11,0,13708800,1332,7.0,76,85.0,,,,,4.05,15.55,1.41,1.34,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,10
781,396284,0,,0,4,0,11894400,349,,83,,53490.17,30146311127.73,3.6,12.36,19.02,1621.34,3.01,9.14,89,2,0,0,1,70,0,1,0,0,0,0,1,0,0,1
782,232448,1,9.0,3,1,0,13262400,2613,6.0,32,83.0,,,,,1.5,1.58,0.0,1.65,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
783,429056,1,9.0,5,13,0,10283400,315,21.0,83,100.0,,,,,14.0,124.5,0.53,1.33,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
784,297988,0,,0,18,0,12096000,1202,1.0,85,,4459.0,10385783.14,0.17,1.71,21.25,1234.61,3.14,10.74,27,0,0,30,0,1,0,1,0,0,0,0,30,1,0,1
785,166918,0,,0,18,0,11545200,622,8.0,86,100.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
786,330758,2,8.0,7,15,0,10254600,311,3.0,81,66.0,,,,,14.11,678.99,2.31,4.04,1,0,0,5,0,14,0,2,0,0,2,6,5,2,6,33
787,363528,0,,0,17,0,13881600,511,,87,,69287.24,27352592280.86,3.31,11.8,24.28,2299.61,2.81,8.15,191,8,3,6,10,21,0,0,1,1,9,1,6,1,0,1
788,330764,0,,0,15,0,10254600,311,,81,,166272.0,87123616759.8,1.93,2.43,4.74,204.85,6.08,39.8,26,0,0,27,0,0,0,1,0,0,0,0,28,1,0,33
789,35853,1,7.0,3,11,0,13708800,1332,15.0,76,93.0,245426.0,179735656409.0,1.15,0.67,14.61,1203.18,3.57,13.14,62,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30
790,396302,1,8.0,3,4,0,11894400,349,10.0,83,100.0,,,,,11.5,89.0,0.4,1.66,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
791,3087,0,,0,17,0,10681200,344,1.0,82,,120800.33,88819507805.56,2.43,3.98,11.81,1239.47,5.45,30.8,22,8,0,5,1,90,0,9,0,0,0,0,12,2,0,31
792,298005,2,9.0,3,18,0,12096000,1202,3.0,85,100.0,63100.23,54669989636.41,4.62,19.85,26.98,3099.21,2.79,7.33,201,0,0,45,0,10,0,6,0,0,0,0,45,6,0,3
793,330773,1,,0,15,0,10254600,311,1.0,81,,10382.58,1477454544.83,4.51,18.55,12.37,1806.7,4.59,21.08,130,0,0,92,0,53,0,6,0,0,0,0,92,6,0,120
794,3098,1,,0,17,0,10681200,344,1.0,82,,103594.86,46589205672.12,2.33,4.23,18.62,2197.88,3.68,13.78,132,4,0,18,3,29,0,3,0,0,0,0,20,2,0,24
795,35867,0,,0,11,0,13708800,1332,1.0,76,,6897.45,365445631.16,2.85,6.1,9.21,268.3,2.8,8.58,35,0,0,29,0,10,0,2,0,0,0,0,29,3,0,33
796,232478,0,,0,1,0,13262400,2613,1.0,32,,,,,,3.65,86.62,19.92,436.94,1298,0,0,10,0,0,0,0,0,0,0,0,11,0,0,12
797,199715,0,,0,18,0,7343940,928,1.0,80,,68729.8,18450265530.16,1.5,0.25,17.27,2151.95,4.14,17.8,54,6,0,19,6,19,0,0,0,0,0,0,20,0,0,51
798,298020,0,,0,18,0,12096000,1202,1.0,85,,,,,,15.29,651.74,2.17,3.92,1,1,0,3,1,5,0,1,0,0,0,0,2,2,0,1
799,429107,0,,0,13,0,10283400,315,3.0,83,100.0,,,,,8.75,90.69,1.06,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
800,265271,0,,0,2,0,8812800,312,2.0,62,,,,,,12.67,953.75,3.93,15.8,14,0,0,5,1,29,0,0,0,0,0,0,4,1,0,9
801,35896,0,,0,11,0,13708800,1332,2.0,76,,53093.68,30743688431.72,4.37,20.06,20.13,2984.18,3.27,9.93,125,0,0,53,0,16,0,12,0,0,0,0,53,12,0,63
802,35897,1,9.0,3,11,0,13708800,1332,3.0,76,66.0,264914.22,415702766109.73,2.45,4.04,35.67,4197.84,2.19,4.52,19,0,0,12,0,0,0,0,0,0,0,0,13,0,0,6
803,35899,0,,0,11,0,13708800,1332,2.0,76,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
804,396348,0,,0,4,0,11894400,349,1.0,83,,59880.16,31940508083.41,3.29,9.47,21.59,2246.03,3.15,10.47,182,0,0,36,0,230,0,15,0,0,0,0,35,16,0,10
805,35902,2,9.0,3,11,0,13708800,1332,1.0,76,,208034.75,54645113528.19,0.74,0.59,10.91,1226.5,5.07,26.08,10,0,0,6,0,8,0,4,0,0,0,0,6,5,0,11
806,232510,0,,0,1,0,13262400,2613,1.0,32,,,,,,6.73,291.93,4.98,26.38,1,0,0,4,0,8,0,7,0,0,0,0,4,7,0,13
807,265280,0,,0,2,0,8812800,312,2.0,62,,161286.69,55227188401.14,1.46,0.57,18.36,1652.91,4.12,20.02,172,3,0,12,2,4,1,0,1,0,0,0,12,0,0,21
808,330817,1,9.0,3,15,0,10254600,311,1.0,81,,115587.81,158536834709.53,3.59,10.95,7.72,801.96,8.21,72.87,49,1,0,48,0,59,0,14,0,0,0,0,49,13,0,86
809,134211,1,,0,5,0,18446400,533,15.0,90,60.0,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,330820,0,,0,15,0,10254600,311,1.0,81,,,,,,8.89,651.83,6.45,52.22,4,0,0,13,0,59,0,18,0,0,0,0,13,18,0,63
811,298053,1,8.0,3,18,0,12096000,1202,14.0,85,64.0,50054.96,26040694238.91,3.11,8.09,36.94,4414.26,2.14,3.78,219,4,0,0,3,6,0,1,0,0,0,0,1,0,0,0
812,429130,1,9.0,3,13,0,10283400,315,5.0,83,80.0,,,,,4.5,7.25,0.0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
813,68687,0,,0,0,0,9648000,286,2.0,80,,,,,,8.94,371.75,3.78,14.58,5,0,0,6,0,0,0,0,0,0,0,0,6,0,0,15
814,134225,0,,0,5,0,18446400,533,,90,,88785.83,17499891712.81,1.11,0.4,31.81,3962.32,2.56,5.64,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,265297,2,,0,2,0,8812800,312,1.0,62,,,,,,13.69,1455.14,4.47,18.89,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,19
816,199768,1,8.0,4,18,0,7343940,928,1.0,80,,96495.62,62344052300.82,3.59,12.75,16.7,2000.93,3.87,15.64,7,0,0,7,0,164,0,10,0,0,0,0,7,9,0,28
817,363608,1,9.0,4,17,0,13881600,511,5.0,87,40.0,,,,,2.86,2.41,0.45,0.73,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
818,461912,1,7.0,7,18,0,5412600,736,7.0,90,85.0,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
819,429148,1,8.0,3,13,0,10283400,315,148.0,83,68.0,,,,,2.0,2.8,0.26,1.72,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
820,134241,2,,3,5,0,18446400,533,8.0,90,75.0,429127.2,733985357364.56,1.5,0.25,26.38,2530.36,2.53,5.86,51,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
821,167009,1,9.0,3,18,0,11545200,622,7.0,86,42.0,,,,,28.62,2365.23,2.11,2.74,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,6
822,429162,0,,0,13,0,10283400,315,,83,,,,,,17.62,227.48,1.11,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
823,134261,1,8.0,3,5,0,18446400,533,1.0,90,,151099.82,70105073800.15,1.65,1.26,48.73,5099.04,1.48,0.89,42,0,0,10,0,0,0,0,0,0,0,1,10,0,1,14
824,461942,0,,0,18,0,5412600,736,,90,,4479.77,183007915.95,3.84,14.12,28.79,3405.14,2.57,6.31,969,51,0,45,50,1155,0,28,0,0,0,2,46,27,2,75
825,265342,0,,0,2,0,8812800,312,1.0,62,,,,,,12.41,755.19,3.99,19.4,143,0,0,5,1,280,0,3,0,0,0,0,4,3,0,15
826,3199,0,,0,17,0,10681200,344,2.0,82,,133043.36,76516124533.41,2.61,6.53,13.34,1285.93,4.53,23.15,135,22,0,7,6,226,0,22,0,0,0,0,24,6,0,59
827,265345,0,,0,2,0,8812800,312,,62,,95775.8,36341768960.96,1.5,0.25,17.53,1624.89,3.62,13.94,20,0,0,10,0,0,0,1,0,0,0,0,10,1,0,58
828,298113,1,9.0,3,18,0,12096000,1202,20.0,85,80.0,47857.5,8135662115.42,2.31,4.98,28.02,3576.34,2.76,7.07,219,0,0,28,0,7,0,3,0,0,0,0,28,3,0,13
829,199814,1,9.0,4,18,0,7343940,928,1.0,80,,92919.64,47000388138.55,2.54,5.12,38.81,4395.75,2.0,3.24,226,19,0,28,17,39,0,2,0,0,0,0,30,0,0,27
830,199815,0,,0,18,0,7343940,928,1.0,80,,222508.25,265841558157.69,2.2,2.97,15.46,1715.7,4.09,17.65,39,1,0,12,2,3,0,1,0,0,0,0,11,2,0,56
831,330886,1,,3,15,0,10254600,311,1.0,81,,,,,,21.0,2603.8,2.54,4.69,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,2
832,330889,0,,0,15,0,10254600,311,3.0,81,100.0,660.2,89962.16,0.68,1.08,5.48,229.87,4.5,20.16,25,0,0,17,0,0,0,0,0,0,0,0,17,0,0,9
833,134282,1,9.0,6,5,0,18446400,533,3.0,90,100.0,,,,,25.29,2789.15,3.12,8.65,7,0,0,4,0,0,0,0,0,0,0,0,5,0,0,2
834,363654,0,,0,17,0,13881600,511,6.0,87,50.0,220196.88,229310613720.36,2.11,2.68,34.96,3983.23,2.45,5.36,61,9,0,3,8,25,0,1,0,0,0,0,3,1,0,0
835,3217,0,,0,17,0,10681200,344,1.0,82,,,,,,5.44,22.25,0.67,0.67,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2
836,265363,0,,0,2,0,8812800,312,,62,,14024.2,269954990.96,1.13,0.32,11.39,768.89,3.64,13.56,10,1,0,9,2,40,0,3,0,0,0,0,8,4,0,28
837,3223,0,,0,17,0,10681200,344,7.0,82,100.0,197791.17,156987446570.14,1.89,2.1,26.13,2760.78,2.81,7.51,72,0,0,8,0,0,0,0,0,0,0,0,9,0,0,9
838,363673,0,,0,17,0,13881600,511,2.0,87,,128997.12,41885845704.11,1.3,0.05,25.32,3045.28,3.14,9.71,39,10,0,5,8,55,0,13,0,0,0,0,7,11,0,7
839,167068,0,,0,18,0,11545200,622,4.0,86,75.0,1881.86,13149133.84,2.04,2.16,24.01,2182.57,2.88,8.91,156,0,0,10,0,0,0,1,0,0,0,0,10,1,0,21
840,298140,1,9.0,3,18,0,12096000,1202,,85,,66511.75,51990755391.82,3.85,13.55,20.31,2921.29,3.51,12.01,201,0,0,39,0,9,0,3,0,0,0,0,39,3,0,8
841,167076,1,9.0,5,18,0,11545200,622,1.0,86,,,,,,11.11,414.32,2.37,3.81,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
842,199847,1,,3,18,0,7343940,928,4.0,80,100.0,176064.0,46724864272.5,1.08,0.72,32.19,4248.98,2.52,5.34,18,1,0,7,2,0,0,1,0,0,0,0,7,2,0,28
843,330919,0,,0,15,0,10254600,311,2.0,81,,9675.4,1135402681.44,3.47,10.07,9.25,1389.69,6.38,43.67,54,0,0,34,0,0,0,0,0,0,0,0,35,0,0,39
844,101556,0,,0,16,0,11066400,1527,2.0,22,,,,,,7.49,322.56,4.43,23.38,0,0,0,1,0,75,0,3,0,0,0,0,1,4,0,2
845,101560,0,,0,16,0,11066400,1527,3.0,22,100.0,,,,,7.11,298.6,4.61,24.76,0,0,0,2,0,77,0,7,0,0,0,0,2,8,0,13
846,167096,1,9.0,3,18,0,11545200,622,45.0,86,51.0,298274.89,34837685381.65,0.45,0.02,50.0,4536.36,1.73,1.84,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,28
847,265409,1,9.0,0,2,0,8812800,312,3.0,62,66.0,115253.5,16390556483.25,0.87,0.51,4.6,102.54,4.0,16.69,10,0,0,8,0,0,0,0,0,0,0,0,8,0,0,26
848,134338,1,10.0,6,5,0,18446400,533,,90,,,,,,23.26,1418.37,2.73,7.15,15,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0
849,429249,0,,0,13,0,10283400,315,3.0,83,100.0,56268.89,10300667877.21,1.79,1.75,25.47,3110.35,2.68,6.37,124,0,0,11,0,0,0,0,0,0,0,0,12,0,0,20
850,462022,1,9.0,3,18,0,5412600,736,3.0,90,33.0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
851,199905,0,,0,18,0,7343940,928,,80,,8933.4,238463023.44,2.04,3.09,8.48,631.93,7.35,67.34,167,31,0,92,31,12,0,15,0,0,0,0,92,15,0,118
852,298209,2,6.0,3,18,0,12096000,1202,2.0,85,,,,,,9.25,101.69,0.89,0.88,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
853,68835,0,,0,0,0,9648000,286,,80,,88416.56,39991633587.88,2.25,3.5,22.51,2710.58,3.15,9.23,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0
854,167142,1,9.0,3,18,0,11545200,622,13.0,86,76.0,287836.9,180799402244.89,1.6,1.41,26.79,2053.15,2.14,3.79,30,1,0,12,0,4,0,8,0,0,0,0,13,7,0,34
855,134377,0,,0,5,0,18446400,533,,90,,,,,,14.75,1061.41,3.68,14.32,51,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0
856,330988,2,9.0,5,15,0,10254600,311,3.0,81,33.0,,,,,19.85,878.83,1.68,1.21,8,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5
857,134383,0,,0,5,0,18446400,533,1.0,90,,,,,,4.78,48.77,2.34,4.41,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,265455,1,9.0,3,2,0,8812800,312,77.0,62,72.0,,,,,5.75,132.66,2.84,7.99,12,0,0,15,0,0,0,0,0,0,0,0,16,0,0,45
859,298223,1,7.0,3,18,0,12096000,1202,1.0,85,,33600.3,26037750836.73,6.22,37.49,23.06,1763.25,3.17,12.16,634,4,0,7,5,19,0,1,0,0,0,0,6,2,0,2
860,330994,1,,0,15,0,10254600,311,1.0,81,,9231.94,1191167204.16,3.88,13.04,18.78,2186.99,3.81,15.83,102,0,0,76,0,42,0,3,0,0,0,0,76,3,0,81
861,330997,0,,0,15,0,10254600,311,1.0,81,,,,,,30.62,4716.71,2.8,6.94,4,0,0,5,0,0,0,0,0,0,0,0,6,0,0,6
862,3323,2,9.0,3,17,0,10681200,344,2.0,82,,90019.0,98092685167.27,4.28,16.6,30.34,1777.1,2.57,7.71,427,0,0,13,0,0,0,0,0,0,0,0,13,0,0,36
863,68860,0,,0,0,0,9648000,286,4.0,80,100.0,38152.38,5133110135.98,2.02,2.45,42.07,4488.57,1.99,2.89,34,4,0,2,4,4,0,1,0,0,0,0,3,1,0,13
864,199932,0,,0,18,0,7343940,928,1.0,80,,,,,,27.91,5262.81,2.79,5.9,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,6
865,265467,2,,0,2,0,8812800,312,1.0,62,,,,,,23.05,2935.02,3.77,13.6,1,0,0,3,0,0,0,0,0,0,0,1,3,0,1,33
866,3329,0,,0,17,0,10681200,344,1.0,82,,,,,,12.42,662.35,2.94,8.4,18,3,0,1,2,18,0,1,0,0,0,0,2,1,0,9
867,36103,0,,0,11,0,13708800,1332,,76,,32783.27,8361947228.74,2.82,6.01,9.55,1019.89,5.46,32.41,99,0,0,33,0,9,0,5,0,0,0,0,33,5,0,33
868,429322,1,7.0,4,13,0,10283400,315,5.0,83,40.0,,,,,2.8,0.96,0.87,0.27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
869,462090,1,9.0,3,18,0,5412600,736,9.0,90,88.0,,,,,6.88,139.61,2.27,3.9,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5
870,101655,0,,0,16,0,11066400,1527,,22,,,,,,7.48,340.66,4.34,18.8,0,0,0,1,0,13,0,1,0,0,0,0,1,2,0,10
871,68893,1,9.0,3,0,0,9648000,286,2.0,80,,38280.29,17027083727.28,3.86,13.54,19.03,1739.61,3.77,16.14,180,19,0,28,14,149,0,36,0,0,0,0,33,30,0,76
872,167197,1,9.0,3,18,0,11545200,622,1.0,86,,237004.0,54232382227.5,0.75,0.99,2.89,11.54,3.12,9.39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19
873,134433,2,,0,5,0,18446400,533,1.0,90,,,,,,50.36,6365.3,1.95,2.68,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
874,167202,0,,0,18,0,11545200,622,1.0,86,,,,,,12.14,175.69,0.98,0.66,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10
875,232740,0,,0,1,0,13262400,2613,,32,,,,,,5.13,59.85,2.7,6.77,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5
876,298276,1,9.0,3,18,0,12096000,1202,3.0,85,66.0,54078.93,15529428883.18,2.41,4.45,13.29,1979.16,4.74,22.06,79,0,0,25,0,3,0,1,0,0,0,0,24,1,0,6
877,68908,0,,0,0,0,9648000,286,1.0,80,,,,,,18.02,1184.15,4.99,31.19,127,0,0,5,0,0,0,2,0,0,0,0,6,2,0,9
878,396589,0,,0,17,0,11545200,368,5.0,80,80.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,331054,0,,0,15,0,10254600,311,,81,,,,,,29.5,644.75,0.62,0.92,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
880,3378,1,7.0,3,17,0,10681200,344,19.0,82,15.0,,,,,6.14,28.41,0.68,0.92,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
881,331058,1,8.0,4,15,0,10254600,311,,81,,44745.58,3145823442.24,1.13,0.01,16.17,2042.38,4.03,16.85,84,0,0,42,0,16,0,8,0,0,0,1,42,8,1,88
882,396597,0,,0,17,0,11545200,368,3.0,80,33.0,,,,,22.38,1772.73,2.1,3.45,4,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0
883,298296,2,,4,18,0,12096000,1202,1.0,85,,206961.0,155548164757.0,1.56,0.55,19.92,2053.26,3.73,15.2,150,1,0,10,2,8,0,2,0,1,0,0,10,2,0,5
884,68927,0,,0,0,0,9648000,286,,80,,,,,,26.75,3918.81,2.92,7.42,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,6
885,396610,0,,0,17,0,11545200,368,4.0,80,75.0,34455.27,3121426620.35,1.65,1.27,24.49,2605.84,2.92,8.35,229,0,0,44,1,6,0,2,0,0,0,0,43,3,0,2
886,331076,1,,0,15,0,10254600,311,1.0,81,,,,,,4.55,249.41,7.61,66.95,2,0,0,4,0,78,0,17,0,0,0,0,4,17,0,36
887,429382,0,,0,13,0,10283400,315,7.0,83,57.0,,,,,5.62,74.48,2.09,2.7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
888,429384,0,,0,13,0,10283400,315,8.0,83,87.0,20442.33,1534361166.06,2.2,3.8,18.78,2416.39,3.74,14.38,76,0,0,18,0,12,0,7,0,0,0,0,18,7,0,52
889,134474,1,9.0,6,5,0,18446400,533,3.0,90,66.0,,,,,16.3,2518.34,3.78,13.11,21,0,0,2,0,0,0,0,0,0,0,0,3,0,0,4
890,200012,1,9.0,3,18,0,7343940,928,4.0,80,100.0,,,,,8.33,93.22,1.01,0.51,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4
891,167246,0,,0,18,0,11545200,622,1.0,86,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
892,396624,0,,0,17,0,11545200,368,4.0,80,75.0,22133.92,2736872839.74,2.74,5.99,18.02,1998.18,4.12,18.09,300,0,0,19,0,2,0,2,0,0,0,0,19,2,0,7
893,68949,0,,0,0,0,9648000,286,1.0,80,,114722.92,70220591945.15,2.83,7.92,30.84,4153.01,2.61,5.95,6,3,0,12,5,97,0,17,0,0,0,0,10,19,0,36
894,298325,1,9.0,0,18,0,12096000,1202,1.0,85,,645.0,23449.67,1.53,0.75,57.34,5853.85,1.43,0.9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,396634,1,8.0,3,17,0,11545200,368,2.0,80,,103049.14,59575804224.12,2.11,2.57,21.62,3293.65,3.33,10.38,144,1,0,9,0,34,0,0,0,0,0,0,9,0,0,1
