id,course_id,start,end,course_type,category,interval
7167,course-v1:BJUT+2140074001x+sp,2016/8/1 8:00,,1,computer,
4325,course-v1:CQDD+10800032_2015X+2015_T2,2015/12/16 0:00,2016/5/27 0:00,0,,163 
4326,course-v1:CQDD+THU00022X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4339,course-v1:CQDD+10610224X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4320,course-v1:CQDD+10610204_2015X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4328,course-v1:CQDD+00740043X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
2976,course-v1:TsinghuaX-cqdd+MOOC101+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4321,course-v1:CQDD+gx01640603_103138_+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4338,course-v1:CQDD+10610193X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4323,course-v1:CQDD+01030132X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4324,course-v1:CQDD+00612642_2015X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4337,course-v1:CQDD+15_390x_2015_T1+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4336,course-v1:CQDD+00691153X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4327,course-v1:CQDD+30640014_2015X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4332,course-v1:CQDD+00720091_2015X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4335,course-v1:CQDD+80000901_2015X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4333,course-v1:CQDD+00690242_2015X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4330,course-v1:CQDD+30240184_2015X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4322,course-v1:CQDD+00690092X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4334,course-v1:CQDD+30700313_2015X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
4331,course-v1:CQDD+40670453X+2015_T2,2015/12/16 8:00,2016/5/27 0:00,0,,163 
2939,course-v1:TsinghuaX+ELE001+2015_T2,2017/2/20 0:00,2017/8/1 0:00,0,,162 
6858,course-v1:IEEEx+Standards01.x+3T2016,2016/9/27 8:00,2017/3/8 8:00,0,,162 
217,QHU/QHU0001/2014_T2,2014/8/23 0:30,2015/1/31 23:30,0,,162 
4495,course-v1:TsinghuaX+20240103X+2016_T1,2016/3/22 8:00,2016/8/31 0:00,0,computer,162 
11542,course-v1:TsinghuaX+10620204X+sp,2017/6/1 8:00,,1,philosophy,
8404,course-v1:TsinghuaX+20240103X+2016_2017,2016/3/22 8:00,2016/8/31 0:00,0,,162 
5083,course-v1:TsinghuaX+20220214+2016_T1,2016/2/10 8:00,2016/7/20 23:59,0,,162 
8402,course-v1:TsinghuaX+00740113_2X+2016_2017,2016/2/24 8:00,2016/8/3 23:30,0,,162 
4360,course-v1:TsinghuaX+00740113_2X+2016_T1,2016/2/24 8:00,2016/8/3 23:30,0,computer,162 
5304,course-v1:liaoningX+LNA20150000054+01,2017/2/20 6:00,2017/7/31 16:00,0,,161 
10074,course-v1:LiaoningX+LNA2017000001206+2017_T1,2017/2/20 6:00,2017/7/31 16:00,0,,161 
5064,course-v1:MITX+MITx6_002x+2016_T1,2016/2/10 0:00,2016/7/20 0:00,0,,161 
5066,course-v1:MITX+MITx6_002x3+2016_T1,2016/2/10 0:00,2016/7/20 0:00,0,,161 
5065,course-v1:MITX+MITx6_002x2+2016_T1,2016/2/10 0:00,2016/7/20 0:00,0,,161 
9964,course-v1:TSINGHUAX+yaoclass2016+2017_T1,2016/2/20 8:00,2016/7/30 0:00,0,,161 
546,TsinghuaX/30150153X/2016_T2,2015/9/14 8:00,2016/2/22 0:00,0,engineering,161 
5063,course-v1:TsinghuaX+10430484+2016_T1,2016/2/10 8:00,2016/7/20 0:00,0,,161 
5061,course-v1:TsinghuaX+00740113X1+2016_T2,2016/2/10 8:00,2016/7/20 0:00,0,,161 
9820,course-v1:NUDT+520804502+2017_T1,2017/2/15 8:00,2017/7/25 23:30,0,electrical,161 
1851,course-v1:TsinghuaX+THESIS2014_1X+2015_T2,2015/6/26 9:00,2015/12/4 0:00,0,,161 
8156,course-v1:TsinghuaX+00510663X+2016_2017,2016/3/7 12:00,2016/8/15 0:30,0,,161 
4575,course-v1:TsinghuaX+00510663X+2016_T1,2016/3/7 12:00,2016/8/15 0:30,0,business,161 
8790,course-v1:bnugraduate_TsinghuaX+00510663X+2016_T2,2017/2/20 0:00,2017/7/30 0:00,0,,160 
9980,course-v1:TsinghuaX+10691193X+2017_T1,2017/2/20 8:00,2017/7/30 8:00,0,,160 
9966,course-v1:Tsinghuax+80470193+2017_T1,2017/2/20 8:00,2017/7/30 8:00,0,,160 
8791,course-v1:bnugraduate_TsinghuaX+80511503X+2016_T2,2017/2/20 0:00,2017/7/30 0:00,0,,160 
8792,course-v1:bnugraduate_TsinghuaX+60510102X+2016_T2,2017/2/20 0:00,2017/7/30 0:00,0,,160 
9965,course-v1:TSINGHUAX+30470084+2017_T1,2017/2/20 8:00,2017/7/30 0:00,0,,160 
513,TsinghuaX/30140393_2015X/2015_T1,2015/3/9 9:00,2015/8/16 0:00,0,physics,160 
6831,course-v1:zhongrongxin+jbqy008+2016-7,2016/7/25 9:00,2016/12/31 21:00,0,,160 
11846,course-v1:JaverianaX+Con.1602x.01+2T2017,2017/7/5 8:00,2017/12/11 8:00,0,,159 
4963,course-v1:TsinghuaX+JWWCD001+sp,2015/9/18 8:00,,1,education,
11848,course-v1:JaverianaX+Ind.1603x.01+3T2017,2017/7/5 8:00,2017/12/11 8:00,0,,159 
7174,course-v1:CIE+JD2016+sp,2016/3/14 8:00,,1,business,
11847,course-v1:JaverianaX+Eco.1602x.01+3T2017,2017/7/5 8:00,2017/12/11 8:00,0,,159 
11849,course-v1:JaverianaX+HacPac.1602x.09+1T2017,2017/7/5 8:00,2017/12/11 8:00,0,,159 
11859,course-v1:JaverianaX+EcoDig.1602x.06+2T2017,2017/7/5 8:00,2017/12/11 8:00,0,,159 
11845,course-v1:JaverianaX+PUJ.I.1601x.1+2T2017,2017/7/5 8:00,2017/12/11 8:00,0,,159 
11860,course-v1:JaverianaX+Papasoc.1602x.07+2T2017,2017/7/5 8:00,2017/12/11 8:00,0,,159 
11633,course-v1:JaverianaX+PUJ.E.1601x.3+2T2017,2017/7/5 8:00,2017/12/11 8:00,0,,159 
5100,course-v1:FUDANx+ECON130007_01+2016_T1,2016/2/22 8:00,2016/7/30 0:00,0,economics,159 
8299,course-v1:FUDANx+ECON130007_01+2016_2017,2016/2/22 8:00,2016/7/30 0:00,0,,159 
9779,course-v1:TsinghuaX+20220214+2017_T1,2017/2/12 8:00,2017/7/20 23:59,0,,159 
10779,course-v1:Microsoft+DAT226x+1T2017,2017/4/25 8:00,2017/9/30 8:00,0,,158 
6739,course-v1:DelftX+CTB3365DWx+3T2016,2016/8/2 8:00,2017/1/7 8:00,0,,158 
11924,course-v1:UWashingtonX+CYB004x+1T2017,2017/10/30 8:00,2018/4/6 8:00,0,,158 
9781,course-v1:TsinghuaX+20220494+2017_T1,2017/2/12 8:00,2017/7/20 8:00,0,,158 
10180,course-v1:CurtinX+MKT2x+2T2017,2017/7/3 8:00,2017/12/8 8:00,0,,158 
9780,course-v1:TsinghuaX+20220214X1+2017_T1,2017/2/12 8:00,2017/7/20 0:00,0,,158 
539,TsinghuaX/80000901_2015X/2015_T1,2015/3/12 8:00,2015/8/17 0:00,0,history,158 
11961,course-v1:Microsoft+DEV236x+1T2017,2017/4/26 8:00,2017/9/30 8:00,0,,157 
5069,course-v1:PU+OL32004+2016_T1,2016/2/29 8:00,2016/8/4 0:00,0,literature,157 
84,TsinghuaX/30700313X/_,2014/4/10 0:00,2014/9/12 22:30,0,social science,156 
7194,course-v1:TsinghuaX+00740113_2X+sp,2016/9/2 8:00,,1,computer,
8603,course-v1:TsinghuaX+THUSEM007+sp,2016/12/6 8:00,,1,economics,
5848,course-v1:BeijingDigitalSchool+2015HHSYGZ+2016_03,2016/3/28 8:00,2016/8/31 0:00,0,,156 
6911,course-v1:FUDANx+ECON130007_01+2016_T2,2016/10/15 8:00,2017/3/20 0:00,0,economics,156 
3889,course-v1:GIT+git2015-2+2016-3,2017/2/26 8:00,2017/8/1 0:00,0,,156 
3038,course-v1:ZWU+ZWSC001+2015_T2,2014/9/22 0:00,2015/2/24 10:00,0,,155 
163,TsinghuaX/40050455X/_,2014/9/22 0:00,2015/2/24 10:00,0,engineering,155 
3496,course-v1:HAINU+PEC001+2015_T2,2016/2/15 8:00,2016/7/19 8:00,0,,155 
11997,course-v1:Microsoft+DEV247x+2T2017,2017/7/29 8:00,2017/12/31 8:00,0,,155 
10063,course-v1:gzit_TsinghuaX+20220215X+2017_T1,2017/2/27 7:30,2017/8/1 0:00,0,,155 
519,TsinghuaX/40670453X/2015_T1,2015/3/16 8:00,2015/8/18 0:00,0,art,155 
4895,course-v1:VPC+0000045603+2016_T1,2016/1/1 0:00,2016/6/3 12:00,0,,155 
7885,course-v1:TsinghuaX+30240184_1X+2016_T2,2016/9/28 8:00,2017/3/1 8:00,0,,154 
9721,course-v1:Microsoft+DEV204x+1T2017,2017/1/27 8:00,2017/6/30 8:00,0,,154 
7649,course-v1:IIMBx+OM101.1x+1T2017,2017/3/2 8:00,2017/8/3 8:00,0,,154 
7871,course-v1:SmithsonianX+ED1.1x+3T2016,2016/10/4 8:00,2017/3/7 8:00,0,,154 
8293,course-v1:SDUx+0233102811+2016_2017,2016/2/29 8:00,2016/8/1 0:00,0,,154 
3018,course-v1:SDUx+0233102811+2015_T2,2016/2/29 8:00,2016/8/1 0:00,0,medicine,154 
510,TsinghuaX/10430494_2015X/2015_T1,2015/3/2 9:00,2015/8/3 0:00,0,physics,154 
183,TsinghuaX/00690242_1X_2014/2014_T2,2014/9/25 9:00,2015/2/26 0:00,0,literature,154 
509,TsinghuaX/10430484_2015X/2015_T1,2015/3/2 9:00,2015/8/3 0:00,0,physics,154 
5712,course-v1:swust_TsinghuaX+10610193X+2016_T1,2016/2/3 11:30,2016/7/6 0:00,0,,154 
4378,course-v1:TsinghuaX+10610224X+2016_T1,2016/2/22 20:00,2016/7/25 8:00,0,social science,154 
8000,course-v1:TsinghuaX+10610224X+2016_2017,2016/2/22 20:00,2016/7/25 8:00,0,,154 
3002,course-v1:TsinghuaX-zjgsu+10610193X+2015_T2,2015/8/14 12:00,2016/1/15 0:00,0,,154 
8208,course-v1:WageningenX+NUTR103+3T2016,2016/12/6 8:00,2017/5/8 8:00,0,,153 
11985,course-v1:EPFLx+ElectroniX+3T2017,2017/9/1 8:00,2018/2/1 8:00,0,,153 
9615,course-v1:TsinghuaX+30700313X_p2+sp,2016/9/7 8:00,,1,social science,
160,TsinghuaX/00691153X/_,2015/9/9 9:00,2016/2/9 9:00,0,history,153 
5476,course-v1:liaoningX+LNA20150000095+01,2016/9/1 8:00,2017/2/1 8:00,0,,153 
10117,course-v1:NEU+CSCAD+2017_T1,2017/3/1 0:00,2017/8/1 0:00,0,,153 
1438,course-v1:XJTUSPOC+thls3018+2015_T2,2015/9/1 0:00,2016/2/1 0:00,0,,153 
594,NNGLOBAL/MOOC002/2014_2015_2,2015/3/1 8:00,2015/8/1 8:00,0,,153 
2964,course-v1:Gzit+20220214X+2015_T2,2015/8/3 8:00,2016/1/3 8:00,0,,153 
2538,course-v1:TsinghuaX+20220214X+_2015_T2_,2015/8/3 8:00,2016/1/3 8:00,0,,153 
5642,course-v1:ENG+ENG001+2016_T1,2016/3/1 0:00,2016/7/31 23:59,0,,153 
198,NNGLOBAL/DATA001/2014_T2,2014/9/1 0:00,2015/1/31 23:30,0,,153 
5657,course-v1:CQU+CQUCHEM10000+2016-T1,2016/3/20 8:00,2016/8/20 0:00,0,,153 
707,TsinghuaX/MOOC101_2015/2015_T1,2015/4/16 8:00,2015/9/16 0:00,0,education,153 
7909,course-v1:CQU+CQUCHEM10000+2016-T2,2016/3/20 8:00,2016/8/20 0:00,0,,153 
10079,course-v1:liaoningX+LNA2017000001906+2017_T1,2017/3/1 8:00,2017/8/1 0:00,0,,153 
4623,course-v1:fxzxwuli+physics_wuli_zsp+2015_T2,2016/1/29 8:00,2016/6/30 0:00,0,,153 
10415,course-v1:liaoningX+LNA0010145003606+2017_T1,2017/3/1 8:00,2017/8/1 0:00,0,,153 
10249,course-v1:neu+mis101+2017_T1,2017/3/1 8:00,2017/8/1 0:00,0,,153 
7113,course-v1:liaoningX+LNA00101450001+02,2016/9/1 8:00,2017/2/1 0:00,0,,153 
1566,course-v1:TsinghuaX+00690242X_2015_2+2015_T2,2015/9/1 8:00,2016/1/31 23:30,0,literature,153 
697,TsinghuaX/THU00001X/_,2016/12/27 8:00,,1,business,
595,NNGLOBAL/MOOC003/2014_2015_2,2015/3/1 8:00,2015/7/31 23:30,0,,153 
9138,course-v1:TsinghuaX+AP000008X+sp,2017/3/1 8:00,2017/7/31 23:30,0,,153 
4556,course-v1:TsinghuaX+00310222X+2016_T1,2016/3/1 8:00,2016/7/31 23:30,0,physics,153 
5034,course-v1:ujs+20220214X+2016_T1,2016/1/10 8:00,2016/6/10 23:30,0,,153 
12041,course-v1:CQU+SSG00007+2017_2018_T1,2017/9/1 8:00,2018/1/31 23:30,0,,153 
8804,course-v1:NBUX+2016001+sp,2017/1/1 0:00,,1,,
7452,course-v1:NSU_TsinghuaX+00310222X+2016_T2,2016/3/1 8:00,2016/7/31 23:30,0,,153 
2328,course-v1:TsinghuaX+300303014+2015_T2,2015/8/21 8:00,2016/1/20 23:30,0,,153 
623,DSA/30240184X_1/2015_T1,2016/3/1 23:30,2016/7/31 23:59,0,,152 
10627,course-v1:JLU+260310+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
11214,course-v1:JLU+30640014X+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10629,course-v1:JLU+310306+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10632,course-v1:JLU+291404+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10626,course-v1:JLU+310308+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
75,TsinghuaX/70250023X/_,2014/3/27 9:00,2014/8/26 9:00,0,electrical,152 
10634,course-v1:JLU+291403+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
11211,course-v1:JLU+00691153X+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10631,course-v1:JLU+291406+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10594,course-v1:TsinghuaX+00691153X+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
7477,course-v1:liaoningX+LNB20160000001+02,2016/10/31 19:00,2017/4/1 19:00,0,,152 
10616,course-v1:JLU+290306+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10611,course-v1:JLU+310303+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10612,course-v1:JLU+290319+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
9319,course-v1:EPFLx+Electroni2X+2017_T1,2017/3/1 8:00,2017/7/31 8:00,0,,152 
4903,course-v1:CAU+08112500x+sp,2016/8/1 8:00,,1,computer,
10613,course-v1:JLU+310301+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
4268,course-v1:TsinghuaX+30260112X+sp,2016/8/1 8:00,,1,electrical,
10615,course-v1:JLU+310304+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
6894,course-v1:W3Cx+HTML5.2x+2T2016,2016/9/13 8:00,2017/2/12 8:00,0,,152 
10596,course-v1:JLU+410012+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10633,course-v1:JLU+291405+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
11618,course-v1:TsinghuaX+61030031X+sp,2017/6/1 8:00,,1,education,
10591,course-v1:TsinghuaX+80000901_1X+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10630,course-v1:JLU+290307+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10592,course-v1:TsinghuaX+30640014X+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
7291,course-v1:XUETANGX+CCC111+sp,2010/1/1 8:00,,1,,
10614,course-v1:JLU+290305+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10610,course-v1:JLU+420005+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
10628,course-v1:JLU+310305+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
11215,course-v1:JLU+80000901_1X+161721,2017/4/3 23:30,2017/9/2 23:30,0,,152 
5140,course-v1:PEC+20220214X+2016__T1,2016/1/10 8:00,2016/6/10 8:00,0,,152 
9800,course-v1:365dx+004+2017_T1,2017/2/13 8:00,2017/7/15 0:00,0,,152 
11593,course-v1:newcloud+test1+2017_T1,2017/4/1 8:00,2017/8/31 0:00,0,,152 
9494,course-v1:365dx+110+2017_T1,2017/2/13 8:00,2017/7/15 0:00,0,,152 
5655,course-v1:TsinghuaX+30150303X+sp,2016/8/1 8:00,,1,art,
9803,course-v1:365dx+002+2017_T1,2017/2/13 8:00,2017/7/15 0:00,0,,152 
7062,course-v1:yangzhoudaxue+14102303-01+2016-T2,2016/9/1 8:00,2017/1/31 0:00,0,,152 
9500,course-v1:365dx+153+2017_T1,2017/2/13 8:00,2017/7/15 0:00,0,,152 
9496,course-v1:365dx+069+2017_T1,2017/2/13 8:00,2017/7/15 0:00,0,,152 
9805,course-v1:365dx+008+2017_T1,2017/2/13 8:00,2017/7/15 0:00,0,,152 
6526,course-v1:xjzx+Glut007+2016,2016/4/1 8:00,2016/8/31 0:00,0,,152 
476,ChengDuU/03110113/2015_T1,2014/12/31 8:00,2015/6/1 0:00,0,,152 
9806,course-v1:365dx+010+2017_T1,2017/2/13 8:00,2017/7/15 0:00,0,,152 
6669,course-v1:SEU+00690803+2016_T2,2016/7/25 8:00,2016/12/23 23:30,0,literature,152 
2697,course-v1:NTHU+MOOC_01_004+sp,2014/9/15 8:00,,1,computer,
6710,course-v1:SEU+00690803+2016--T2,2016/7/25 8:00,2016/12/23 23:30,0,literature,152 
10148,course-v1:CQUMOOC+cquspoc-teacher+2017_T1,2017/4/1 8:00,2017/8/30 23:30,0,,152 
517,TsinghuaX/40050455_2015X/2015_T1,2015/3/2 0:00,2015/7/31 10:00,0,engineering,151 
11646,course-v1:CQUMOOC+IPG01002+2017_T2,2017/9/1 8:00,2018/1/30 18:00,0,,151 
9323,course-v1:Wharton+MarketingAnalytics101x+1T2017,2017/1/30 8:00,2017/6/30 8:00,0,,151 
9672,course-v1:Wharton+DigitalMarketing1.1x+1T2017,2017/1/30 8:00,2017/6/30 8:00,0,,151 
7127,course-v1:EPFLx+PlasmaIntroductionX+3T2016,2016/10/13 8:00,2017/3/13 8:00,0,,151 
11177,course-v1:Microsoft+INF212x+2T2017,2017/5/2 8:00,2017/9/30 8:00,0,,151 
9821,course-v1:365dx+013+2017_T1,2017/2/14 0:00,2017/7/15 0:00,0,,151 
537,NTHU/MOOC_02_002/2015_T1,2015/3/2 0:00,2015/7/31 0:00,0,biology,151 
9236,course-v1:UQx+Teams101x+1T2017,2017/1/23 8:00,2017/6/23 8:00,0,,151 
7280,course-v1:Microsoft+DEV218x+3T2016,2016/9/5 8:00,2017/2/3 8:00,0,,151 
9324,course-v1:Wharton+SellingIdeas101x+1T2017,2017/1/30 8:00,2017/6/30 8:00,0,,151 
9823,course-v1:365dx+014+2017_T1,2017/2/14 0:00,2017/7/15 0:00,0,,151 
9817,course-v1:UQx+QUERY101x+1T2017,2017/1/23 8:00,2017/6/23 8:00,0,,151 
9322,course-v1:Wharton+CustomerCentricityx+1T2017,2017/1/30 8:00,2017/6/30 8:00,0,,151 
9841,course-v1:365dx+025+2017_T1,2017/2/14 0:00,2017/7/15 0:00,0,,151 
8034,course-v1:CurtinX+MKT1x+1T2017,2017/2/27 8:00,2017/7/28 8:00,0,,151 
7742,course-v1:scut+CN_english+2016_T1,2017/3/2 8:00,2017/7/31 8:00,0,,151 
9647,course-v1:UQx+Employ101x+1T2017,2017/2/1 8:00,2017/7/2 8:00,0,,151 
8660,course-v1:TsinghuaX+THUSEM004+sp,2016/12/6 12:00,,1,,
8140,course-v1:OsakaUx+MED101x+3T2016,2016/10/27 8:00,2017/3/27 8:00,0,,151 
7126,course-v1:guangxi_NTHU+MOOC_02_002+2016_T2,2015/3/2 0:00,2015/7/31 0:00,0,,151 
8337,course-v1:IITBombayX+ME209.1x+1T2017,2017/1/1 8:00,2017/6/1 8:00,0,,151 
11813,course-v1:NCUX+T5700Z0001X+sp,2017/6/18 8:00,,1,,
10077,course-v1:liaoningX+LNA2014000002406+2017_T1,2017/3/1 8:00,2017/7/30 8:00,0,,151 
7128,course-v1:EPFLx+PlasmaApplicationX+3T2016,2016/10/13 8:00,2017/3/13 8:00,0,,151 
1866,course-v1:TsinghuaX+JRFX01+2015_T2,2016/10/7 8:00,2017/3/7 1:00,0,business,151 
8161,course-v1:TsinghuaX+JRFX01+2016_2017,2016/10/7 8:00,2017/3/7 1:00,0,,151 
570,NTHU/MOOC_00_001/2015_T1,2015/3/2 8:00,2015/7/31 0:00,0,engineering,151 
535,TsinghuaX/30040323X/2015_T1,2015/3/2 8:00,2015/7/31 0:00,0,engineering,151 
9826,course-v1:365dx+019+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
2928,course-v1:NJUEE+18001170T+2015_2016_T1,2015/9/1 8:00,2016/1/30 0:00,0,,151 
9845,course-v1:365dx+028+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
3325,course-v1:SWUST+143990410+2015_T1,2016/1/1 8:00,2016/5/31 0:00,0,,151 
9840,course-v1:365dx+024+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
9830,course-v1:365dx+022+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
9842,course-v1:365dx+026+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
9827,course-v1:365dx+020+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
9825,course-v1:365dx+017+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
9843,course-v1:365dx+027+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
9824,course-v1:365dx+016+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
2925,course-v1:NJUEE+18001140+2015_2016_T1,2015/9/1 8:00,2016/1/30 0:00,0,,151 
9829,course-v1:365dx+021+2017_T1,2017/2/14 8:00,2017/7/15 0:00,0,,151 
8798,course-v1:pec+20220214X+2017_T14,2017/2/20 8:00,2017/7/20 23:30,0,,151 
7063,course-v1:TsinghuaX+10691113X+2016_T2,2017/2/20 8:00,2017/7/20 23:30,0,philosophy,151 
9645,course-v1:TsinghuaX+30240184.1x+1T2017,2017/2/21 8:00,2017/7/21 8:00,0,,150 
9235,course-v1:UQx+Tropic101x+1T2017,2017/1/24 8:00,2017/6/23 8:00,0,,150 
9583,course-v1:TsinghuaX+20220214x+1T2017,2017/2/20 8:00,2017/7/20 8:00,0,,150 
7557,course-v1:SmithsonianX+POPX1.5x+3T2016,2016/10/4 8:00,2017/3/3 8:00,0,,150 
5128,course-v1:sanxiauX+10610204+2016_T1,2016/1/1 0:00,2016/5/30 0:00,0,,150 
9646,course-v1:TsinghuaX+30240184.2x+1T2017,2017/2/21 8:00,2017/7/21 8:00,0,,150 
9786,course-v1:TsinghuaX+10610224x+1T2017,2017/2/20 8:00,2017/7/20 8:00,0,,150 
11120,course-v1:Microsoft+DEV225x+2T2017,2017/5/3 8:00,2017/9/30 8:00,0,,150 
9677,course-v1:TsinghuaX+ZG001x+1T2017,2017/2/20 8:00,2017/7/20 8:00,0,,150 
9582,course-v1:TsinghuaX+70240183x+1T2017,2017/2/20 8:00,2017/7/20 8:00,0,,150 
11011,course-v1:BerkeleyX+CS169.1x+1T2017SP,2017/1/31 8:00,2017/6/30 8:00,0,,150 
9550,course-v1:HIT+HIT2016001_p1+sp,2017/1/20 8:00,,1,medicine,
8757,course-v1:NBCC+NBCC000201+_sp,2017/4/1 8:00,,1,computer,
10332,course-v1:hit+123456+2017_T1,2017/2/20 8:00,2017/7/20 0:00,0,,150 
9872,course-v1:365dx+030+2017_T1,2017/2/15 8:00,2017/7/15 0:00,0,,150 
9866,course-v1:365dx+029+2017_T1,2017/2/15 8:00,2017/7/15 0:00,0,,150 
9905,course-v1:TsinghuaX+20740102-1+2017_T1_2,2017/2/20 8:00,2017/7/20 0:00,0,,150 
9914,course-v1:TsinghuaX+00740113X1+2017_T1,2017/2/20 8:00,2017/7/20 0:00,0,,150 
9901,course-v1:TsinghuaX+00740043-91+2017_T1,2017/2/20 8:00,2017/7/20 0:00,0,,150 
9907,course-v1:TsinghuaX+20740102-1+2017_T1_4,2017/2/20 8:00,2017/7/20 0:00,0,,150 
11570,course-v1:JNUX+jnu01023008X+sp,2017/6/1 8:00,,1,foreign language,
9908,course-v1:TsinghuaX+20740102-1+2017_T1_5,2017/2/20 8:00,2017/7/20 0:00,0,,150 
9984,course-v1:ChongqingUniversity+EUS10041+2017-T2,2017/2/20 8:00,2017/7/20 0:00,0,,150 
9904,course-v1:TsinghuaX+20740102-1+2017_T1,2017/2/20 8:00,2017/7/20 0:00,0,,150 
1938,course-v1:edX+BlendedX+2015_T2,2015/7/7 8:00,2015/12/4 0:00,0,,150 
1813,course-v1:NTHU+MOOC_02_002_tv+2015_T1,2015/3/2 0:00,,1,biology,
9906,course-v1:TsinghuaX+20740102-1+2017_T1_3,2017/2/20 8:00,2017/7/20 0:00,0,,150 
3441,course-v1:GKDJXJY+FGC001+2015_T2,2017/5/10 8:00,2017/10/6 15:00,0,,149 
7829,course-v1:JLU+291405+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7821,course-v1:JLU+310306+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7820,course-v1:JLU+310305+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7805,course-v1:JLU+290319+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7819,course-v1:JLU+260310+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7828,course-v1:JLU+291404+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7830,course-v1:JLU+291403+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
1505,course-v1:ieuX+MOOC007+2015_T2,2016/3/1 1:00,2016/7/28 1:00,0,,149 
7887,course-v1:GeorgetownX+GUIX-501-03x+3T2016,2016/10/3 8:00,2017/3/1 8:00,0,,149 
7818,course-v1:JLU+310308+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7827,course-v1:JLU+291406+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
157,TsinghuaX/20330334X/_,2014/9/22 0:00,2015/2/18 0:00,0,engineering,149 
12067,course-v1:ICx+Spanish001+sp,2017/1/18 0:00,,1,,
7902,course-v1:JLU+80000901_1X+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7815,course-v1:JLU+310304+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7787,course-v1:JLU+30640014X+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7816,course-v1:JLU+290306+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
7804,course-v1:JLU+310303+161711,2016/10/14 23:30,2017/3/12 23:30,0,,149 
