,eid,gender,birth_year,edu_degree,course_category,course_type,course_duration,student_amount,course_amount,dropout_rate_of_course,dropout_rate_of_user,L_mean,L_var,L_skew,L_kurtosis,S_mean,S_var,S_skew,S_kurtosis,11,12,13,14,21,22,23,24,31,32,33,34,41,42,43,44
2311,158706,0,,0,13,0,12409200,353,3.0,77,33.0,60881.08,25767641185.87,2.82,6.71,28.17,2715.31,2.63,6.99,435,27,0,2,19,192,0,18,0,0,0,0,9,11,0,31
2312,158884,0,,3,17,0,11721540,1113,1.0,74,,69398.09,14920176580.97,2.63,7.16,30.28,3047.51,2.61,6.68,32,1,0,9,0,2,1,5,0,0,0,9,10,5,9,103
2313,158894,0,,0,17,0,11721540,1113,2.0,74,,19571.85,4634845590.95,5.81,37.76,32.49,3262.69,2.45,5.74,301,30,0,44,17,240,0,28,0,0,0,0,56,15,0,103
2314,158898,0,,0,17,0,11721540,1113,3.0,74,66.0,88126.45,56103211870.43,4.64,21.89,25.24,2711.71,3.0,8.9,321,21,0,20,14,49,0,8,0,0,0,0,27,1,0,106
2315,158910,1,9.0,3,17,0,11721540,1113,11.0,74,63.0,19890.67,2200247517.72,3.27,11.44,25.23,2734.11,2.88,8.33,985,64,0,67,48,408,0,69,0,0,0,0,83,53,0,292
2316,158916,0,,0,17,0,11721540,1113,1.0,74,,24316.13,4528157587.19,3.67,13.42,27.86,2927.61,2.66,6.96,528,48,0,56,30,275,0,32,0,0,0,0,75,14,0,136
2317,159084,0,,0,17,0,11721540,1113,3.0,74,33.0,37177.1,6254386557.06,2.98,7.66,25.93,2448.45,2.72,7.38,467,15,0,17,15,41,0,4,0,0,0,0,18,4,0,10
2318,159247,2,9.0,3,17,0,11721540,1113,15.0,74,73.0,58778.17,14364873806.34,2.41,5.04,31.62,3078.19,2.49,6.19,380,15,0,16,9,52,0,8,0,0,0,0,22,2,0,38
2319,159256,1,9.0,3,17,0,11721540,1113,1.0,74,,66935.2,25602105053.38,4.15,18.91,15.63,1635.41,4.02,17.36,430,11,8,20,9,15,6,16,4,5,9,18,26,15,14,87
2320,159320,2,,0,17,0,11721540,1113,12.0,74,58.0,453141.25,245005981365.19,0.45,1.42,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
2321,159327,0,,0,17,0,11721540,1113,1.0,74,,7560.11,305537464.17,2.91,7.28,22.21,2248.54,3.27,11.42,663,53,0,39,30,187,0,31,0,0,0,0,62,8,0,103
2322,159346,1,7.0,3,17,0,11721540,1113,2.0,74,,26487.17,6998448494.48,4.21,18.96,16.86,1927.92,4.01,16.72,1825,84,0,19,47,451,9,50,6,1,1,3,49,22,1,31
2323,159383,1,9.0,3,17,0,11721540,1113,2.0,74,,7576.78,370699503.74,3.02,7.93,28.7,2759.37,2.72,7.57,752,66,1,25,41,197,4,43,2,1,0,3,49,21,1,135
2324,159407,0,,0,17,0,11721540,1113,2.0,74,,29023.43,7668576573.22,3.75,13.83,28.65,2833.33,2.56,6.36,346,36,0,30,24,303,0,32,0,0,0,0,42,20,0,89
2325,159475,1,8.0,3,17,0,11721540,1113,9.0,74,0.0,34529.73,13688888286.0,6.02,41.39,21.35,1838.56,3.3,12.34,1342,84,0,55,64,366,0,82,0,0,0,0,75,62,0,201
2326,159562,2,,3,17,0,11721540,1113,2.0,74,,45612.97,14782813439.9,3.03,8.59,23.78,2694.34,3.13,9.52,84,15,0,13,12,204,0,23,0,0,0,0,16,20,0,38
2327,159571,0,,0,17,0,11721540,1113,2.0,74,,57904.04,32225789673.33,4.49,21.73,19.0,1685.6,3.87,16.74,326,41,0,37,21,325,0,63,0,0,0,0,57,43,0,160
2328,159584,0,,0,17,0,11721540,1113,1.0,74,,15587.65,3770396154.79,5.36,29.52,29.14,2885.47,2.64,6.9,1223,80,0,80,63,153,0,48,0,0,0,0,98,31,0,101
2329,159605,2,8.0,3,17,0,11721540,1113,4.0,74,50.0,66370.32,27154280537.58,3.36,11.57,28.46,3289.61,2.87,7.95,247,41,0,16,23,161,0,34,0,0,0,0,35,16,0,85
2330,159635,0,,0,17,0,11721540,1113,2.0,74,,46937.02,19747355868.78,4.02,16.16,22.38,1957.93,3.11,10.6,883,71,0,33,53,304,1,46,1,0,0,0,50,30,0,110
2331,159862,2,9.0,4,17,0,11721540,1113,4.0,74,75.0,25059.53,7854479149.29,4.94,25.11,30.18,3444.37,2.89,7.9,0,5,0,0,1,329,2,47,0,4,1,1,4,41,3,62
2332,159904,0,,0,17,0,11721540,1113,,74,,17693.36,2218673174.49,3.43,11.25,22.36,2122.46,3.61,14.62,248,22,0,36,17,112,0,30,0,0,0,0,41,25,0,74
2333,159908,0,,0,17,0,11721540,1113,2.0,74,,27416.1,12671329227.8,4.22,15.97,21.76,2272.13,3.15,10.29,628,24,0,44,20,309,0,25,0,0,0,0,49,21,0,63
2334,159913,2,8.0,4,17,0,11721540,1113,2.0,74,,49851.93,6044414588.7,1.53,1.05,18.15,1751.62,3.77,15.93,690,81,0,46,53,346,3,51,2,0,0,4,72,26,3,189
2335,160019,0,,0,17,0,11721540,1113,2.0,74,,33052.62,9970992564.13,4.32,19.94,22.96,3012.29,3.32,10.82,187,35,0,12,19,273,0,32,0,0,0,0,28,16,0,96
2336,160211,0,,0,17,0,11721540,1113,1.0,74,,36749.59,11860139538.56,4.25,18.97,26.04,2508.0,2.94,8.94,726,59,0,8,56,379,3,19,1,2,0,0,10,18,0,29
2337,160462,1,8.0,3,17,0,11721540,1113,148.0,74,68.0,,,,,5.78,249.76,12.42,178.5,0,6,0,2,1,189,0,26,0,0,0,0,7,22,0,20
2338,160507,1,9.0,5,17,0,11721540,1113,1.0,74,,22076.34,8563529478.97,6.28,43.09,26.83,2628.37,2.74,7.55,809,106,0,43,67,497,1,96,0,0,0,1,82,58,0,295
2339,160531,0,,0,17,0,11721540,1113,6.0,74,83.0,69244.85,38472921207.95,3.58,12.11,25.31,2683.0,2.76,7.24,249,43,0,19,23,289,0,29,0,0,0,0,40,9,0,81
2340,160575,0,,0,17,0,11721540,1113,6.0,74,50.0,78513.5,31193384875.05,2.62,4.97,18.07,1120.5,3.56,16.5,290,21,0,12,16,58,0,12,0,0,0,0,18,7,0,10
2341,160780,1,9.0,3,17,0,11721540,1113,11.0,74,90.0,55268.89,17184173963.83,3.17,10.42,19.96,2194.58,3.65,13.74,190,29,0,13,12,243,0,33,0,0,0,0,30,16,0,89
2342,160889,0,,0,17,0,11721540,1113,3.0,74,33.0,30963.88,10693017384.24,4.19,17.89,18.62,1766.49,3.75,15.46,1864,71,0,32,52,260,0,32,0,0,0,0,51,13,0,84
2343,160910,1,9.0,3,17,0,11721540,1113,6.0,74,83.0,37281.31,9391628347.52,4.43,24.1,28.42,3156.24,2.66,6.75,481,57,0,33,35,348,0,45,0,0,0,0,55,23,0,181
2344,160967,0,,0,17,0,11721540,1113,2.0,74,,133892.77,75113769858.08,2.83,7.64,19.74,2102.84,3.7,14.56,4,12,0,3,4,200,0,40,0,0,0,0,11,32,0,85
2345,160986,2,,0,17,0,11721540,1113,2.0,74,,57134.54,17681539755.08,2.5,5.13,19.36,1736.34,3.52,13.46,113,11,0,12,8,203,0,19,0,0,0,0,16,16,0,68
2346,161001,0,,0,17,0,11721540,1113,3.0,74,0.0,28924.69,9410180168.93,4.44,19.62,26.72,2842.59,2.81,7.91,140,14,0,22,11,277,0,17,0,0,0,0,25,14,0,59
2347,161005,0,,0,17,0,11721540,1113,1.0,74,,20170.91,2894461497.45,3.86,16.25,19.0,1934.84,3.53,13.39,2867,61,1,63,35,321,4,53,0,1,0,4,90,30,0,270
2348,161050,0,,0,17,0,11721540,1113,12.0,74,58.0,89703.08,29870915667.67,2.66,7.39,33.51,3571.99,2.3,4.96,218,1,0,27,1,0,0,0,0,0,0,0,27,0,0,69
2349,161052,2,8.0,3,17,0,11721540,1113,1.0,74,,27760.93,7970065819.94,5.5,34.79,25.61,2638.81,2.87,8.39,1070,90,4,53,60,384,3,57,2,1,2,10,85,29,6,141
2350,161080,2,9.0,3,17,0,11721540,1113,17.0,74,76.0,47789.16,32317374010.28,5.08,26.45,22.71,2439.91,3.08,9.66,394,35,0,12,24,339,0,28,0,0,0,1,23,17,1,40
2351,161136,1,9.0,3,17,0,11721540,1113,12.0,74,50.0,224136.7,40537489793.21,0.46,1.18,12.32,682.77,4.08,18.97,1,10,0,3,2,153,0,21,0,0,0,0,11,13,0,42
2352,161139,0,,0,17,0,11721540,1113,2.0,74,,24284.09,4272036230.44,3.56,12.86,22.0,2304.53,3.46,12.52,281,36,0,15,29,330,0,35,0,0,0,0,22,28,0,65
2353,161142,1,,0,17,0,11721540,1113,5.0,74,60.0,42653.41,20515783336.15,4.13,15.65,25.13,2914.26,3.17,10.24,174,21,0,33,16,99,0,11,0,0,0,0,38,6,0,45
2354,161183,1,9.0,4,17,0,11721540,1113,5.0,74,60.0,20838.12,1769195512.07,2.36,4.9,22.03,1959.12,3.44,13.19,1433,56,0,61,39,189,0,33,0,0,0,2,78,16,2,218
2355,161204,0,,0,17,0,11721540,1113,2.0,74,,40655.77,10934542536.79,4.51,23.23,22.32,1630.65,3.45,14.4,866,39,7,26,26,335,4,55,5,3,2,6,41,43,3,92
2356,161247,0,,0,17,0,11721540,1113,2.0,74,,31544.12,16161383343.01,4.04,14.4,17.33,1887.72,4.02,17.15,36,30,0,7,17,483,0,57,0,0,0,0,20,45,0,86
2357,161339,1,7.0,7,17,0,11721540,1113,2.0,74,,145228.81,63286626190.44,2.68,7.0,48.84,4476.97,1.82,2.42,8,0,1,1,0,0,1,3,0,2,10,7,2,2,7,50
2358,161420,1,,6,17,0,11721540,1113,4.0,74,75.0,49570.14,23501733941.19,4.79,24.36,30.17,3426.31,2.96,8.46,55,16,0,28,5,103,1,36,0,1,0,0,39,25,0,120
2359,161486,0,,0,17,0,11721540,1113,1.0,74,,33129.04,10136194042.19,5.06,28.14,25.53,2552.44,2.92,8.74,258,15,0,14,10,299,0,17,0,0,0,0,19,12,0,48
2360,162002,1,7.0,3,12,0,10857600,243,1.0,83,,181730.87,61900779421.18,1.68,1.93,10.24,1004.12,5.58,34.17,15,0,0,14,0,0,0,0,0,0,0,1,14,0,2,170
2361,162058,1,8.0,4,12,0,10857600,243,10.0,83,60.0,53834.75,4677032359.12,1.17,0.45,18.06,1396.97,3.59,15.36,920,0,0,25,0,0,0,0,0,0,0,2,26,0,2,197
2362,162069,1,8.0,4,12,0,10857600,243,10.0,83,60.0,80118.89,13471254504.38,1.32,0.73,17.19,1946.01,4.07,17.42,65,0,0,12,0,0,0,0,0,0,0,0,12,0,0,133
2363,162081,1,9.0,6,12,0,10857600,243,3.0,83,0.0,339577.43,225056975524.24,1.59,1.11,14.11,1878.94,4.19,16.89,10,0,0,2,0,0,0,0,0,0,0,0,2,0,0,37
2364,162175,2,8.0,4,12,0,10857600,243,4.0,83,50.0,45544.82,3006290856.69,1.4,1.44,27.05,2746.64,3.02,9.41,61,0,0,11,0,0,0,0,0,0,0,0,11,0,0,93
2365,162238,1,,3,12,0,10857600,243,3.0,83,0.0,297939.33,86731586845.56,0.9,0.15,12.21,628.67,3.02,9.47,73,0,0,9,0,0,0,0,0,0,0,0,9,0,0,16
2366,162437,0,,0,12,0,10857600,243,1.0,83,,64885.87,7810843182.55,2.68,8.7,11.16,1087.3,5.37,30.42,121,0,0,18,0,0,0,0,0,0,0,0,18,0,0,353
2367,162478,1,7.0,3,12,0,10857600,243,43.0,83,20.0,150196.13,66850572727.05,1.53,0.89,49.22,4779.4,1.53,0.97,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,36
2368,163402,2,9.0,6,11,0,5412600,632,5.0,91,40.0,,,,,16.36,1451.52,3.72,16.26,36,6,0,16,5,55,0,15,0,0,0,0,17,14,0,108
2369,165351,2,9.0,6,12,0,5412600,250,3.0,95,0.0,145974.0,63773585544.4,1.77,1.74,23.75,2056.88,3.04,9.92,252,6,0,20,9,13,0,6,0,0,0,0,17,8,0,12
2370,165923,1,9.0,3,11,0,9014400,391,10.0,81,30.0,211608.2,119218956970.16,1.61,1.17,24.84,2531.83,2.62,6.46,9,11,0,20,18,70,0,12,0,0,0,0,13,19,0,39
2371,166057,1,,3,11,0,9014400,391,15.0,81,33.0,178374.25,54627541759.94,1.37,0.82,30.84,2762.47,2.52,6.0,0,0,0,0,0,156,0,1,0,0,0,0,0,0,0,1
2372,166126,1,8.0,3,11,0,9014400,391,1.0,81,,36265.4,9382934499.21,3.18,9.49,28.79,3052.9,2.68,7.15,536,53,0,103,50,80,0,42,0,0,0,0,106,39,0,84
2373,166132,1,8.0,3,11,0,9014400,391,2.0,81,,40646.03,7495595281.39,2.85,8.28,20.73,2570.65,3.33,11.38,148,54,1,120,71,161,0,56,0,0,0,2,104,73,1,167
2374,166139,2,8.0,4,11,0,9014400,391,,81,,93727.82,50556819954.15,2.69,5.54,8.76,627.33,6.02,49.32,26,26,0,46,23,43,0,22,0,0,0,0,48,19,0,94
2375,166172,1,8.0,3,11,0,9014400,391,23.0,81,47.0,104364.88,57114305805.61,2.22,3.0,6.71,349.85,9.99,128.58,50,10,0,64,26,2,0,6,0,0,0,0,49,22,0,54
2376,166223,1,7.0,6,11,0,9014400,391,17.0,81,64.0,115455.78,88179898959.13,2.65,5.81,72.02,6976.12,1.17,0.2,0,0,0,0,0,101,0,1,0,0,0,0,0,0,0,6
2377,166368,1,9.0,3,11,0,9014400,391,5.0,81,40.0,83044.58,55168463585.4,3.54,12.15,22.66,3084.15,3.18,9.45,135,6,0,38,11,17,0,5,0,0,0,0,34,10,0,26
2378,166452,1,7.0,3,11,0,9014400,391,19.0,81,15.0,64995.16,7640663198.26,1.4,1.14,17.0,2054.82,3.81,15.22,71,22,0,49,32,59,0,16,0,0,0,0,39,26,0,164
2379,166454,1,8.0,4,11,0,9014400,391,9.0,81,55.0,49413.55,19006434666.8,3.39,10.49,16.44,1907.61,3.74,14.78,694,78,0,188,91,107,0,74,0,0,0,2,176,87,2,318
2380,166479,1,9.0,3,11,0,9014400,391,7.0,81,42.0,44237.92,11019083216.62,3.06,9.24,25.47,2465.15,2.84,8.39,589,31,0,112,32,63,0,28,2,0,2,0,109,29,2,203
2381,166587,0,,0,11,0,9014400,391,6.0,81,50.0,264166.11,537800643347.21,2.47,4.12,96.17,5156.58,1.1,1.0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
2382,166607,1,7.0,3,11,0,9014400,391,43.0,81,20.0,50565.72,17255833726.59,3.29,10.39,24.97,3291.64,3.19,9.83,39,25,0,82,36,111,0,51,0,0,0,0,71,62,0,58
2383,166818,1,9.0,4,18,0,11545200,622,17.0,86,58.0,38283.69,9882200172.24,3.81,15.3,23.69,3090.53,3.07,8.97,195,32,0,19,21,345,0,24,0,0,0,0,30,13,0,38
2384,166839,1,9.0,3,18,0,11545200,622,3.0,86,33.0,102969.1,32354800600.29,1.86,2.22,17.26,2040.88,4.1,17.51,3,1,0,5,1,21,0,14,0,0,0,0,5,14,0,66
2385,166886,0,,0,18,0,11545200,622,7.0,86,28.0,125705.41,105438249710.42,3.3,10.49,28.83,3320.07,2.8,7.19,105,5,0,10,2,13,0,3,0,0,0,0,13,0,0,19
2386,167003,1,7.0,5,18,0,11545200,622,3.0,86,33.0,37199.19,7659949279.06,3.62,14.49,4.78,243.31,12.39,170.71,5315,41,0,33,35,226,0,62,0,0,0,0,39,56,0,128
2387,167030,1,8.0,3,18,0,11545200,622,4.0,86,0.0,367442.88,277025979055.36,2.0,2.47,8.07,510.62,5.55,30.71,0,0,0,3,0,0,0,4,0,0,0,0,3,4,0,33
2388,167032,0,,0,18,0,11545200,622,1.0,86,,54623.16,22726684175.61,3.28,9.88,17.63,1756.3,3.7,14.7,226,28,0,58,21,422,0,29,0,0,0,1,65,22,1,185
2389,167138,1,9.0,0,18,0,11545200,622,5.0,86,0.0,53371.56,12164906336.86,3.14,10.35,12.15,1087.93,5.15,30.32,15,11,0,24,7,204,0,39,0,0,0,0,28,35,0,297
2390,167186,0,,0,18,0,11545200,622,,86,,106884.65,34208742062.84,2.12,3.42,18.21,1652.83,3.5,12.75,30,3,0,11,2,6,0,8,0,0,0,3,12,7,3,78
2391,167234,0,,0,18,0,11545200,622,2.0,86,,30391.13,3227567038.98,2.04,3.2,31.26,3242.7,2.73,7.37,209,25,0,21,15,63,0,18,0,0,0,0,32,8,0,94
2392,167433,0,,0,18,0,11545200,622,6.0,86,33.0,108131.22,29763839746.77,2.46,6.32,14.7,1563.73,5.22,29.05,46,1,0,15,1,4,0,2,0,0,0,0,15,2,0,102
2393,167565,1,8.0,3,18,0,11545200,622,9.0,86,0.0,277089.4,102641494924.64,1.12,0.12,17.05,2319.25,3.73,13.53,45,3,0,7,2,2,0,1,0,0,0,0,8,0,0,33
2394,167749,1,9.0,3,8,0,9734400,476,4.0,74,25.0,39462.01,8776994908.26,4.09,20.82,14.34,1387.63,4.03,17.62,20,0,0,57,0,76,0,20,0,0,0,0,57,20,0,262
2395,167755,1,9.0,3,8,0,9734400,476,11.0,74,63.0,93022.09,10692566472.81,0.7,0.93,7.7,435.47,4.28,18.76,12,0,0,6,0,18,0,5,0,0,0,0,6,5,0,64
2396,167785,1,8.0,4,8,0,9734400,476,1.0,74,,59252.08,23725821110.15,3.17,9.33,9.61,843.47,5.04,27.25,65,0,0,20,0,36,0,8,0,0,0,0,20,8,0,110
2397,167800,2,8.0,5,8,0,9734400,476,12.0,74,75.0,27487.58,8428332210.19,4.18,17.22,22.38,2715.6,3.26,10.64,585,0,0,59,0,43,0,8,0,0,0,2,59,8,2,107
2398,167802,1,9.0,3,8,0,9734400,476,1.0,74,,219565.31,84979737715.29,1.91,2.43,9.01,883.41,5.85,37.64,10,0,0,7,0,21,0,13,0,0,0,0,7,13,0,125
2399,167841,1,8.0,3,8,0,9734400,476,4.0,74,0.0,42774.14,5741943439.63,1.75,1.96,12.62,1611.86,5.13,28.29,136,0,0,54,0,39,0,9,0,0,0,0,54,9,0,262
2400,167843,2,5.0,5,8,0,9734400,476,20.0,74,10.0,15410.9,2177304405.91,4.76,25.59,24.35,2536.28,3.17,10.6,737,25,0,52,19,98,0,46,0,0,1,1,58,39,1,112
2401,167849,2,6.0,3,8,0,9734400,476,8.0,74,0.0,31224.33,3661776640.34,2.2,4.35,14.33,1762.47,4.35,19.69,160,2,0,65,0,65,0,22,0,0,0,0,67,20,0,253
2402,167902,1,7.0,3,8,0,9734400,476,3.0,74,33.0,61082.07,13021033181.82,2.29,5.18,8.56,905.19,6.2,44.31,88,0,0,34,0,54,0,11,0,0,0,0,34,11,0,183
2403,167906,1,9.0,3,8,0,9734400,476,10.0,74,30.0,106704.52,36204550873.95,3.54,12.84,11.57,973.29,4.87,27.38,26,0,0,8,0,36,0,8,0,0,1,1,8,8,1,141
2404,167953,0,,0,8,0,9734400,476,1.0,74,,31893.03,7223487685.17,3.59,13.04,21.93,2537.12,2.91,7.64,174,0,0,25,0,0,0,0,0,0,0,0,25,0,0,71
2405,167969,1,8.0,5,8,0,9734400,476,6.0,74,66.0,56766.98,28719565476.66,3.54,11.67,14.57,1490.95,3.97,17.17,199,1,0,53,0,69,0,25,0,0,0,0,55,24,0,189
2406,168004,1,8.0,5,8,0,9734400,476,6.0,74,0.0,164112.17,48735537668.92,2.15,4.57,7.52,614.88,5.54,35.72,39,1,0,2,0,49,0,17,0,0,0,0,3,16,0,76
2407,168029,1,9.0,3,8,0,9734400,476,34.0,74,35.0,121366.0,45127553285.04,1.69,1.22,10.69,1106.21,5.46,32.44,0,0,0,3,0,73,0,17,0,0,0,0,3,18,0,85
2408,168053,1,6.0,0,8,0,9734400,476,9.0,74,55.0,45944.2,23549296570.16,4.16,17.1,5.91,405.72,5.8,35.21,59,0,0,23,0,27,0,4,0,0,0,1,23,4,1,107
2409,168055,1,8.0,3,8,0,9734400,476,30.0,74,80.0,37216.28,13638805006.4,3.75,13.31,28.01,3307.62,2.67,6.71,321,27,0,59,21,48,0,17,0,0,0,0,65,11,0,217
2410,168064,2,9.0,0,8,0,9734400,476,3.0,74,66.0,43221.3,15687196633.93,4.26,20.35,10.62,948.41,4.36,20.88,309,0,0,54,0,43,0,5,0,0,0,0,54,5,0,179
2411,168071,1,9.0,6,8,0,9734400,476,,74,,46697.9,8843812953.59,2.11,3.35,5.5,268.26,7.12,59.45,132,0,0,47,0,59,0,13,0,0,0,0,47,13,0,205
2412,168147,2,8.0,5,8,0,9734400,476,8.0,74,62.0,138099.95,45254043939.55,1.81,2.54,13.83,1339.88,4.67,25.05,216,0,0,37,0,54,0,13,0,0,0,0,37,13,0,164
2413,168156,2,7.0,7,8,0,9734400,476,2.0,74,,169727.0,59553850151.08,1.59,1.93,19.25,2496.24,3.66,13.39,15,3,0,7,2,39,0,13,0,0,0,0,8,12,0,68
2414,168166,1,6.0,5,8,0,9734400,476,14.0,74,21.0,44300.59,10041289952.45,3.73,16.41,20.34,2347.11,3.62,13.34,195,5,0,67,4,61,0,17,0,0,0,0,68,16,0,225
2415,168171,2,7.0,5,8,0,9734400,476,10.0,74,70.0,38589.49,28206737188.49,6.36,40.06,11.81,1288.85,4.95,26.59,177,0,0,23,0,6,0,2,0,0,0,0,23,2,0,89
2416,168262,2,8.0,3,8,0,9734400,476,8.0,74,25.0,84677.17,33667801388.42,2.76,6.87,19.57,2292.98,3.44,12.4,199,12,0,41,5,51,0,18,0,0,0,1,48,11,1,156
2417,168270,1,6.0,5,8,0,9734400,476,7.0,74,28.0,38640.57,7460617690.02,3.0,9.15,29.67,3450.51,2.56,6.27,321,0,0,70,0,65,0,17,0,0,0,0,70,17,0,273
2418,168274,2,8.0,7,8,0,9734400,476,1.0,74,,23212.24,4411186401.7,3.59,11.93,10.63,1295.35,5.94,37.46,116,0,0,40,0,31,0,7,0,0,0,0,40,7,0,126
2419,168377,1,7.0,3,8,0,9734400,476,10.0,74,70.0,32742.0,5564090471.85,2.73,7.13,14.26,1594.07,4.27,19.63,219,0,0,65,0,0,0,0,0,0,0,0,65,0,0,216
2420,168401,1,8.0,3,8,0,9734400,476,12.0,74,75.0,41461.06,8349837011.15,2.94,9.99,13.99,1671.24,4.29,18.86,136,0,0,47,0,53,0,13,0,0,0,0,47,13,0,196
2421,168408,1,8.0,4,8,0,9734400,476,9.0,74,88.0,16614.97,12297471877.86,7.38,52.62,15.24,1954.45,4.02,17.08,186,0,0,60,0,43,0,9,0,0,0,0,60,9,0,95
2422,168425,2,7.0,3,8,0,9734400,476,5.0,74,0.0,93965.55,40702329592.39,2.38,4.5,38.53,3693.56,2.06,3.79,434,0,0,41,0,49,0,10,0,0,0,0,41,11,0,120
2423,168471,1,9.0,3,8,0,9734400,476,3.0,74,66.0,45149.94,10832400894.57,2.73,6.78,19.87,2406.24,3.22,10.07,132,0,0,44,0,30,0,6,0,0,0,0,44,6,0,155
2424,168519,2,7.0,4,8,0,9734400,476,17.0,74,64.0,53992.44,13082627050.57,2.39,4.57,6.87,504.62,6.05,44.64,154,0,0,21,0,55,0,17,0,0,0,0,21,17,0,97
2425,168591,1,8.0,4,8,0,9734400,476,19.0,74,31.0,40041.37,5388559489.16,2.72,9.72,18.9,2429.86,3.81,14.72,178,14,0,65,8,32,0,15,0,0,0,0,72,9,0,209
2426,169001,2,,6,16,0,10857600,516,1.0,56,,144240.61,93868652675.24,1.88,1.68,21.24,2698.32,3.21,9.94,184,0,0,72,0,9,0,17,0,0,0,0,73,17,0,103
2427,169003,0,,0,16,0,10857600,516,2.0,56,,64810.89,23029356870.82,4.18,19.1,13.46,1664.18,4.34,19.83,227,1,1,187,0,3,0,13,0,0,0,1,189,12,0,270
2428,169051,0,,0,16,0,10857600,516,2.0,56,,172707.18,92494039764.73,1.75,1.81,16.14,1473.47,3.72,15.12,146,0,0,47,1,8,0,5,0,0,0,1,46,6,1,64
2429,169060,1,6.0,5,16,0,10857600,516,3.0,56,33.0,57649.1,19122739780.4,4.16,18.09,17.05,2376.9,3.93,15.37,273,0,0,132,0,17,0,27,0,0,0,1,132,27,1,239
2430,169063,1,,0,16,0,10857600,516,2.0,56,,59602.59,15774321799.68,2.73,7.35,18.97,1465.88,3.55,14.94,803,0,0,112,0,20,0,13,0,0,0,1,112,13,1,165
2431,169070,1,,3,16,0,10857600,516,1.0,56,,93300.52,24968652387.85,1.43,0.58,12.43,1635.89,4.77,23.56,146,0,0,79,0,12,0,13,0,0,0,0,80,13,0,112
2432,169077,1,,0,16,0,10857600,516,2.0,56,,272223.0,208915680352.4,1.9,2.51,9.73,1157.09,5.78,36.61,256,0,0,64,0,38,0,26,0,0,0,0,64,26,0,87
2433,169094,2,,0,16,0,10857600,516,3.0,56,33.0,51537.63,28331360161.23,4.26,17.91,16.14,1954.3,4.02,16.87,265,1,0,88,0,8,0,10,0,0,3,2,89,9,2,121
2434,169146,1,,0,16,0,10857600,516,2.0,56,,244146.83,131601591809.31,2.16,3.94,14.8,1995.59,3.99,15.62,64,0,0,46,0,20,0,20,0,0,0,0,46,20,0,88
2435,169206,0,,0,16,0,10857600,516,3.0,56,33.0,36606.01,9080610083.18,2.89,7.42,13.39,1986.21,4.73,22.5,207,1,0,137,0,8,0,10,0,0,0,0,138,9,0,215
2436,169236,1,9.0,6,16,0,10857600,516,1.0,56,,138421.22,131553140749.17,3.22,9.48,16.68,2699.35,3.91,14.93,137,0,0,82,0,11,0,14,0,0,0,0,82,14,0,113
2437,169247,1,,0,16,0,10857600,516,2.0,56,,136242.45,107711635570.43,2.47,4.58,15.33,2015.34,3.68,13.59,158,0,0,95,0,6,0,7,0,0,0,0,95,8,0,69
2438,169276,0,,0,16,0,10857600,516,4.0,56,25.0,315258.67,53096724720.22,0.38,1.45,6.2,572.29,6.52,51.18,186,0,0,101,1,16,0,11,0,0,0,0,99,12,0,107
2439,169303,1,,0,16,0,10857600,516,1.0,56,,180208.36,328250072650.94,3.26,8.79,23.24,2146.16,2.82,8.29,219,0,0,52,0,9,0,3,0,0,0,0,52,3,0,59
2440,169328,1,,0,16,0,10857600,516,3.0,56,33.0,,,,,7.83,457.43,4.61,25.15,15,1,0,14,0,7,0,15,0,0,0,0,15,14,0,39
2441,169332,0,,0,16,0,10857600,516,2.0,56,,79079.44,47112160301.19,4.42,20.7,8.83,1120.42,5.62,32.28,902,0,0,114,0,20,0,32,0,0,0,4,114,32,5,226
2442,169355,1,,3,16,0,10857600,516,3.0,56,0.0,125593.0,5879055032.67,0.13,0.57,7.12,632.73,6.25,43.65,5,0,0,25,1,17,0,16,0,0,0,0,24,18,0,93
2443,169375,1,,0,16,0,10857600,516,3.0,56,0.0,95534.68,25653553488.11,2.21,3.81,12.92,520.91,5.22,40.72,922,2,0,63,0,15,0,25,0,0,0,0,65,22,0,75
2444,169398,2,,0,16,0,10857600,516,2.0,56,,115249.42,47244386495.16,1.61,0.78,12.26,1320.09,4.7,24.38,380,1,0,88,0,9,0,12,0,0,0,1,88,11,2,104
2445,169399,1,,0,16,0,10857600,516,3.0,56,33.0,165222.93,84152446221.78,2.45,4.99,20.96,2782.65,3.39,11.38,68,0,0,27,0,6,0,19,0,0,0,0,27,19,0,65
2446,169405,0,,0,16,0,10857600,516,2.0,56,,68145.73,17081796882.2,2.18,4.33,12.09,1560.79,5.15,27.86,215,0,0,78,0,2,0,7,0,0,2,5,78,7,5,118
2447,169410,1,,0,16,0,10857600,516,1.0,56,,88373.42,45421014571.58,2.85,7.19,16.58,1927.41,4.01,16.5,215,3,1,111,1,5,0,12,0,0,0,2,114,10,1,150
2448,169421,0,,0,16,0,10857600,516,,56,,45801.14,54037156574.75,5.55,29.14,3.65,98.23,22.61,549.5,15221,1,0,127,0,22,0,22,0,0,0,1,127,21,1,160
