,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2872,136,103,123,6,24,74,8,38,0,17,24,0,0,0,0,17,54,10,4,0,28
2873,5,84,94,42,105,50,89,0,0,93,2,0,8,0,0,14,209,11,8,4,133
2874,3,7,54,2,59,45,61,0,0,89,7,0,0,0,0,11,67,5,0,13,74
2875,26,24,25,7,16,9,1,1,0,0,2,0,0,0,0,4,23,3,0,0,18
2876,0,0,46,0,56,170,6,75,0,82,9,0,0,0,0,27,79,13,4,2,73
2877,5,30,66,6,91,50,61,1,0,72,6,0,0,0,0,25,147,11,11,10,102
2878,10,24,82,1,70,87,33,4,0,47,5,0,0,0,0,18,134,11,2,20,6
2879,1,30,32,2,18,3,0,1,0,2,0,0,0,0,0,2,27,1,0,2,13
2880,0,10,21,1,16,11,0,7,0,0,2,0,0,0,0,12,29,6,2,0,19
2881,0,0,0,0,2,59,0,7,0,44,44,0,0,0,0,0,0,0,0,0,0
2882,54,54,62,1,15,4,4,0,0,1,2,0,0,0,0,7,43,8,2,0,21
2883,0,0,0,0,28,26,99,0,0,1,61,0,0,0,0,0,38,0,0,0,1
2884,11,34,74,10,53,111,54,0,0,46,8,0,4,0,0,16,162,11,5,8,87
2885,4,46,61,11,70,51,83,1,0,59,6,0,0,0,0,21,141,8,0,3,90
2886,10,5,43,0,48,50,36,0,0,49,8,0,0,0,0,9,69,6,0,3,67
2887,1,98,111,0,72,26,0,0,0,0,0,0,0,0,0,2,73,2,0,0,23
2888,21,56,64,542,13,6,1,1,0,4,2,0,0,0,0,8,39,1,0,2,24
2889,0,0,4,0,14,108,31,10,0,128,4,0,0,0,0,22,75,21,2,8,41
2890,6,15,52,0,60,52,46,7,0,43,5,0,0,0,0,19,120,11,0,16,76
2891,2,39,41,2,7,2,1,0,0,0,2,0,0,0,0,4,17,2,0,0,10
2892,17,19,32,0,62,25,133,0,0,4,56,0,0,0,0,14,160,14,0,0,83
2893,9,13,18,0,26,37,1,15,0,11,14,0,3,0,0,24,58,12,12,0,29
2894,0,4,49,0,57,48,26,0,0,44,5,0,5,0,0,35,77,18,3,12,65
2895,3,8,25,4,32,27,8,2,0,6,0,0,0,0,0,23,69,13,8,8,51
2896,72,120,131,239,36,19,9,0,0,2,6,0,0,0,0,6,41,3,0,4,43
2897,2,15,41,0,36,56,43,4,0,48,7,0,0,0,0,9,73,9,0,6,51
2898,27,14,35,0,18,11,17,1,0,1,23,0,0,0,0,6,23,2,0,1,3
2899,9,37,67,12,61,78,42,18,0,49,5,0,2,0,0,14,157,7,8,11,94
2900,0,38,52,21,71,49,80,0,0,70,5,0,0,0,0,23,141,19,2,4,85
2901,0,0,0,0,0,98,0,6,0,7,92,0,0,0,0,2,3,5,0,0,1
2902,9,89,105,49,97,61,64,1,0,120,3,0,1,0,0,25,143,10,2,6,108
2903,0,0,19,0,28,41,95,47,0,85,4,0,0,0,0,9,111,10,0,5,73
2904,12,60,63,1,8,9,6,2,0,3,1,0,0,0,0,2,19,5,0,0,9
2905,2,41,49,4,36,13,4,0,0,1,0,0,0,0,0,14,64,13,0,2,35
2906,42,49,64,0,7,2,0,0,0,0,0,0,0,0,0,8,9,4,0,0,6
2907,56,52,69,8,37,63,26,27,0,24,15,1,2,0,0,10,127,0,10,0,64
2908,0,0,1,0,10,20,14,1,0,1,12,0,0,0,0,14,22,5,0,0,15
2909,1,1,22,0,48,36,62,1,0,22,5,0,0,0,0,14,128,10,0,7,80
2910,13,16,15,0,5,27,12,5,0,16,14,0,0,0,0,0,15,0,0,0,6
2911,0,0,2,0,2,75,5,3,0,2,138,0,0,0,0,14,26,8,2,2,8
2912,15,87,128,28,128,59,32,0,0,39,4,0,0,0,0,18,241,15,0,8,153
2913,52,77,83,1,13,2,2,2,0,0,2,0,0,0,0,4,24,8,3,2,11
2914,60,47,61,5,21,8,15,1,0,7,2,0,0,0,0,4,59,4,2,6,28
2915,44,18,33,6,14,22,8,7,0,3,2,0,0,0,0,10,28,12,2,0,12
2916,19,34,36,15,14,12,10,1,0,11,6,0,0,0,0,6,43,6,0,0,25
2917,13,59,65,1,6,3,0,0,0,0,2,0,0,0,0,7,15,4,2,4,7
2918,0,0,7,0,10,15,11,0,0,3,7,0,0,0,0,8,25,7,0,0,16
2919,11,36,40,4,15,6,6,0,0,6,2,0,0,0,0,6,32,5,2,0,20
2920,2,5,25,0,55,35,88,1,0,3,67,0,0,0,0,10,106,8,0,2,66
2921,7,48,56,7,22,17,12,1,0,7,10,0,0,0,0,4,46,1,0,2,25
2922,2,76,134,43,147,70,42,1,0,70,6,0,0,0,0,29,154,13,2,8,118
2923,0,0,31,0,42,39,33,0,0,48,6,0,0,0,0,9,48,5,0,18,36
2924,0,0,36,0,38,34,27,1,0,48,3,0,0,0,0,8,47,5,0,4,41
2925,16,41,48,4,15,2,0,0,0,0,0,0,0,0,0,2,39,4,0,0,17
2926,28,38,58,5,26,23,16,0,0,19,9,0,0,0,0,8,51,5,6,10,38
2927,180,90,124,5,31,22,21,4,0,12,7,2,0,0,0,0,59,0,2,6,28
2928,45,55,67,2,7,0,4,2,0,2,2,0,0,0,0,8,25,4,2,2,13
2929,20,29,35,2,11,19,0,4,0,5,2,0,0,0,0,6,36,3,2,2,20
2930,3,62,125,44,114,89,46,0,0,54,3,0,4,0,0,34,201,12,8,2,163
2931,34,120,108,20,112,76,84,3,0,84,18,1,2,0,0,12,171,6,7,30,105
2932,3,9,12,0,5,21,32,0,0,5,6,0,0,0,0,8,26,4,0,0,13
2933,1,19,26,2,10,3,0,0,0,0,0,0,0,0,0,6,18,4,0,0,10
2934,91,105,103,33,82,46,126,0,0,71,7,0,0,0,0,11,245,16,3,14,30
2935,41,27,79,0,78,137,95,12,0,76,21,0,0,0,0,69,181,23,0,36,66
2936,16,33,35,2,5,1,2,2,0,0,1,0,0,0,0,2,6,2,0,0,3
2937,1,106,103,39,100,55,103,1,0,80,7,0,2,0,0,6,162,6,6,4,121
2938,16,22,27,2,20,11,5,2,0,7,6,0,0,0,0,8,42,8,0,4,24
2939,0,0,12,0,20,60,24,2,0,2,92,0,0,0,0,0,37,0,0,5,28
2940,5,17,52,3,90,70,68,2,0,68,5,0,0,0,0,45,192,26,0,12,117
2941,0,55,81,29,75,44,95,0,0,79,7,0,5,0,0,16,182,12,6,9,16
2942,1,21,46,12,72,58,101,4,0,74,5,0,2,0,0,31,193,19,5,50,108
2943,7,18,14,3,12,2,4,0,0,3,1,0,0,0,0,4,20,5,0,0,16
2944,45,21,29,1,10,5,1,1,0,1,1,0,0,0,0,3,12,4,0,2,9
2945,31,43,47,2,14,4,6,4,0,8,3,0,0,0,0,12,19,10,0,2,15
2946,0,1,11,0,22,103,48,36,0,57,17,0,0,0,0,2,66,0,12,40,38
2947,4,28,32,2,7,4,1,0,0,0,3,0,0,0,0,8,29,0,2,2,15
2948,15,16,24,1,10,4,2,0,0,1,1,0,0,0,0,6,23,1,8,6,13
2949,45,38,50,0,20,4,2,0,0,0,3,0,0,0,0,8,31,6,0,0,20
2950,15,47,66,13,71,52,72,1,0,48,6,0,0,0,0,24,200,18,0,32,110
2951,1,85,88,45,85,55,78,0,0,82,3,0,4,0,0,22,185,16,2,11,124
2952,83,70,106,19,80,65,43,1,0,31,3,0,0,0,0,26,169,19,6,16,116
2953,0,2,20,0,44,38,64,0,0,6,55,0,0,0,0,20,85,17,0,0,57
2954,35,54,83,3,43,51,54,10,0,41,4,0,4,0,0,20,176,15,13,13,63
2955,0,0,36,0,43,40,71,0,0,7,74,0,0,0,0,18,68,10,0,2,60
2956,8,5,18,0,26,41,28,1,0,8,28,0,0,0,0,33,62,22,0,5,22
2957,75,82,108,32,83,60,78,0,0,82,10,0,3,0,0,17,169,13,7,8,114
2958,27,39,40,4,12,2,4,1,0,2,1,0,0,0,0,2,20,3,0,2,3
2959,0,0,13,0,19,15,36,0,0,1,33,0,0,0,0,4,53,3,0,0,35
2960,2,29,35,29,18,9,13,1,0,2,8,0,0,0,0,4,36,3,0,0,25
2961,0,0,0,0,0,145,0,50,0,36,62,0,0,0,0,0,0,0,0,0,0
2962,0,0,8,0,17,23,14,0,0,1,19,0,0,0,0,6,31,3,0,0,17
2963,68,58,76,7,40,17,31,4,0,9,18,0,0,0,0,27,100,9,0,6,53
2964,33,76,78,2,13,16,14,0,0,9,3,0,0,0,0,6,41,5,2,10,26
2965,1,3,24,2,26,49,37,9,0,41,8,0,0,0,0,9,79,4,0,18,52
2966,38,35,48,577,17,8,4,2,0,1,1,0,0,0,0,6,27,5,0,0,16
2967,15,67,98,17,126,67,48,0,0,45,12,0,4,0,0,21,211,16,4,4,143
2968,2,34,58,125,82,95,37,10,0,70,4,0,3,0,0,35,192,23,5,20,113
2969,32,35,43,4,22,5,9,0,0,6,4,0,0,0,0,4,41,4,0,4,20
2970,4,30,82,1,77,125,77,18,0,101,13,0,4,0,0,29,159,16,11,25,119
2971,35,10,12,2,10,6,12,0,0,6,5,0,0,0,0,10,31,0,0,4,21
2972,0,65,122,31,129,56,55,1,0,66,15,0,4,0,0,35,168,16,7,4,133
2973,0,1,38,0,50,67,97,9,0,111,1,0,0,0,0,22,149,11,4,9,0
2974,12,39,59,19,82,67,94,1,0,84,2,0,0,0,0,8,143,4,4,8,109
2975,99,121,133,8,33,33,5,9,0,6,7,0,0,0,0,16,63,13,0,0,36
2976,29,23,24,6,15,9,6,5,0,2,4,0,0,0,0,22,45,1,8,32,24
2977,0,0,11,0,14,33,16,0,0,2,9,0,0,0,0,13,38,6,2,0,22
2978,0,0,19,0,33,54,64,0,0,0,54,0,0,0,0,18,77,14,0,0,50
2979,10,27,40,1,67,81,56,1,0,34,4,0,0,0,0,12,178,11,2,22,92
2980,56,55,69,3,12,6,14,0,0,3,2,2,3,0,0,2,31,1,6,4,1
2981,22,32,32,4,8,0,2,1,0,0,1,0,0,0,0,2,22,2,0,0,13
2982,27,12,20,2,12,0,2,7,0,2,0,0,0,0,0,7,22,0,0,0,9
2983,83,30,52,3,46,71,46,2,0,78,10,0,0,0,0,15,89,14,2,11,3
2984,3,7,26,0,41,68,124,0,0,6,70,0,0,0,0,17,129,3,2,4,85
2985,27,30,34,2,10,8,2,3,0,0,2,0,0,0,0,2,24,1,2,2,15
2986,11,91,91,28,94,40,0,0,0,0,0,0,0,0,0,10,142,7,0,0,96
2987,86,68,71,1,20,10,8,2,0,11,2,0,0,0,0,0,39,4,0,0,23
2988,5,11,27,8,46,96,20,2,0,127,5,0,4,0,0,34,108,33,10,26,57
2989,0,0,10,0,17,8,17,1,0,1,14,0,0,0,0,14,58,11,0,4,27
2990,13,22,32,3,34,10,8,4,0,6,4,0,0,0,0,8,40,5,0,0,30
2991,0,0,5,0,6,16,25,0,0,3,47,0,0,0,0,7,14,0,0,2,6
2992,0,0,0,0,0,78,0,108,0,15,4,0,0,0,0,0,0,0,0,0,0
2993,3,9,14,0,24,14,16,2,0,5,6,0,0,0,0,16,53,9,5,1,18
2994,0,0,21,0,25,42,36,0,0,2,51,0,0,0,0,14,20,11,0,12,27
2995,31,27,40,2,15,8,11,2,0,7,4,0,0,0,0,9,23,3,6,3,17
2996,172,156,206,9,89,50,12,15,0,9,9,0,0,0,0,2,133,2,0,0,75
2997,1,88,105,40,106,49,66,1,0,41,2,0,5,0,0,27,203,24,5,6,127
2998,60,56,63,6,17,11,11,1,0,5,3,0,0,0,0,21,50,3,2,0,23
2999,0,32,104,26,153,62,66,0,0,103,7,0,0,0,0,8,167,7,0,2,132
3000,10,22,49,0,67,75,108,0,0,2,88,0,0,0,0,28,140,18,0,0,87
3001,6,19,66,4,59,162,59,26,0,32,2,0,0,0,0,26,184,12,0,19,112
3002,0,0,22,0,38,35,96,0,0,1,95,0,0,0,0,14,66,7,2,0,53
3003,8,43,89,6,108,152,20,8,0,76,14,0,0,0,0,35,189,18,0,12,151
3004,0,8,10,2,7,4,1,0,0,0,2,0,0,0,0,4,63,2,0,0,32
3005,0,3,19,0,22,25,28,0,0,8,46,0,0,0,0,7,30,5,0,0,27
3006,0,24,60,0,54,62,57,0,0,71,2,0,0,0,0,9,105,4,0,11,80
3007,5,16,54,0,71,49,67,1,0,5,90,0,0,0,0,14,140,6,4,0,98
3008,87,11,15,17,13,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,13
3009,4,3,15,0,14,15,11,0,0,0,23,0,1,0,1,16,34,8,2,0,18
3010,44,53,69,5,34,19,12,0,0,2,4,0,0,0,0,14,117,6,4,10,58
3011,0,2,16,2,36,29,32,0,0,1,25,0,0,0,0,8,66,6,0,0,38
3012,30,57,58,2,6,7,8,4,0,6,5,0,0,0,0,2,14,2,0,0,9
3013,0,1,12,0,13,7,13,0,0,1,17,0,0,0,0,10,19,5,0,0,14
3014,0,9,33,1,43,74,42,30,0,67,3,0,2,0,0,22,107,18,8,16,60
3015,3,60,82,27,69,40,49,1,0,57,5,0,0,0,0,14,138,8,10,2,106
3016,0,0,38,0,57,37,33,0,0,39,6,0,0,0,0,24,79,19,0,4,70
3017,0,0,26,0,34,52,74,0,0,10,60,0,0,0,0,8,72,9,0,0,51
3018,5,48,47,0,14,0,1,1,0,0,0,0,0,0,0,8,34,5,2,0,16
3019,1,50,89,45,98,43,95,1,0,87,4,0,4,0,0,24,193,16,12,24,4
3020,4,31,42,2,16,2,0,1,0,0,0,0,0,0,0,13,27,9,0,0,10
3021,4,13,11,3,8,5,4,1,0,1,0,0,0,0,0,6,23,0,2,4,14
3022,18,12,13,4,9,3,1,0,0,0,1,0,0,0,0,6,20,2,0,0,11
3023,45,39,54,2,13,3,0,0,0,0,0,0,0,0,0,10,43,8,2,0,7
3024,10,35,38,0,5,2,0,1,0,0,2,0,0,0,0,5,19,1,0,0,9
3025,0,0,39,0,54,36,90,0,0,4,105,0,0,0,0,18,86,17,0,4,4
3026,1,65,110,46,128,48,71,1,0,105,16,0,0,0,0,20,159,12,0,14,104
3027,47,231,254,1,7,3,0,0,0,0,0,0,0,0,0,2,15,1,0,0,8
3028,3,101,105,45,90,56,93,2,0,77,17,0,0,0,0,40,202,31,2,4,125
3029,0,0,48,0,51,35,49,0,0,75,11,0,0,0,0,24,67,12,0,4,59
3030,0,24,51,4,70,38,97,3,0,41,14,0,0,0,0,10,163,4,0,3,99
3031,0,0,22,0,37,41,89,0,0,4,57,0,0,0,0,4,85,3,0,0,53
3032,15,8,15,2,16,10,13,1,0,7,4,0,0,0,0,4,27,1,0,6,12
3033,23,25,32,3,15,3,2,1,0,1,2,0,0,0,0,9,40,6,2,4,18
3034,54,127,150,9,25,10,0,0,0,0,0,0,0,0,0,12,50,13,0,0,31
3035,44,7,41,0,51,59,106,0,0,80,11,0,0,0,0,22,166,11,0,12,96
3036,26,87,137,40,126,62,67,1,0,110,5,1,0,0,0,10,135,8,2,2,115
3037,3,15,11,4,13,58,8,36,0,34,10,0,0,0,0,10,25,2,4,2,4
3038,0,0,25,0,47,27,97,0,0,1,92,0,0,0,0,19,74,9,0,12,64
3039,1,6,29,0,35,37,68,0,0,4,69,0,0,0,0,6,80,10,0,2,51
3040,29,34,87,4,83,169,51,36,0,52,33,0,0,0,0,44,149,44,6,14,98
3041,35,29,20,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3042,3,48,18,0,68,22,11,3,0,2,0,0,0,0,0,0,0,0,0,0,23
3043,23,49,51,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3044,111,138,187,5,48,29,8,14,0,5,0,1,1,0,0,0,0,0,0,0,72
3045,67,25,28,5,48,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,41
3046,50,27,25,560,30,17,4,0,0,6,0,0,0,0,0,0,0,0,0,0,72
3047,23,14,12,0,22,14,6,3,0,1,5,0,1,0,0,0,0,0,0,0,52
3048,12,48,20,73,46,4,8,0,0,0,4,0,0,0,0,0,0,0,0,0,76
3049,29,30,26,4,8,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,10
3050,21,187,175,8,75,8,6,0,0,2,3,0,0,0,0,0,0,0,0,0,3
3051,38,39,32,7,46,11,8,0,0,3,1,0,2,0,0,0,0,0,0,0,61
3052,50,133,115,7,14,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,18
3053,16,29,19,9,29,23,6,7,0,1,1,0,0,0,0,0,0,0,0,0,58
3054,21,52,48,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3055,7,51,31,18,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
3056,11,47,30,6,19,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
3057,198,118,116,25,28,6,2,2,0,5,3,0,0,0,0,0,0,0,0,0,38
3058,26,42,36,18,17,2,2,4,0,0,2,0,0,0,0,0,0,0,0,0,20
3059,62,89,101,14,44,4,9,0,0,1,2,0,0,0,0,0,0,0,0,0,55
3060,46,80,54,11,45,7,12,1,0,3,2,0,0,0,0,0,0,0,0,0,12
3061,3,49,35,9,35,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,51
3062,3,33,23,6,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3063,34,52,37,10,48,10,5,0,0,4,5,0,8,0,0,0,0,0,0,0,7
3064,11,104,82,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3065,8,47,35,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3066,9,54,50,10,16,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,23
3067,87,330,302,28,56,18,5,4,0,11,2,0,0,0,0,0,0,0,0,0,96
3068,66,72,55,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3069,64,45,29,12,45,20,8,7,0,2,2,0,0,0,0,0,0,0,0,0,28
3070,33,66,43,12,33,4,3,2,0,1,5,0,0,0,0,0,0,0,0,0,39
3071,21,30,8,8,28,9,7,0,0,7,0,0,0,0,0,0,0,0,0,0,46
3072,7,105,96,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3073,148,63,60,7,47,13,2,0,0,1,3,0,0,0,0,0,0,0,0,0,60
3074,3,17,6,5,21,10,8,1,0,0,2,0,0,0,0,0,0,0,0,0,48
3075,85,121,102,162,50,15,3,6,0,8,1,0,0,0,0,0,0,0,0,0,67
3076,13,70,51,23,38,6,4,0,0,6,1,0,0,0,0,0,0,0,0,0,53
3077,49,43,45,6,26,9,2,2,0,8,0,0,0,0,0,0,0,0,0,0,42
3078,52,60,44,2,36,10,2,0,0,3,1,0,0,0,0,0,0,0,0,0,35
3079,30,141,121,12,45,10,6,2,0,3,2,0,0,0,0,0,0,0,0,0,52
3080,18,191,171,14,51,11,7,0,0,2,2,0,0,0,0,0,0,0,0,0,74
3081,49,143,127,16,45,18,10,10,0,4,1,0,0,0,0,0,0,0,0,0,8
3082,11,65,45,13,65,9,8,0,0,2,2,0,0,0,0,0,0,0,0,0,59
3083,17,29,27,3,14,21,2,0,0,8,0,0,0,0,0,0,0,0,0,0,42
3084,25,52,51,1,36,5,7,0,0,3,0,0,0,0,0,0,0,0,0,0,4
3085,235,152,176,18,77,6,5,2,0,2,3,0,0,0,0,0,0,0,0,0,90
3086,24,27,17,5,29,10,5,3,0,0,0,0,1,0,0,0,0,0,0,0,40
3087,19,18,16,4,21,9,4,5,0,0,1,0,0,0,0,0,0,0,0,0,36
3088,58,29,18,6,21,6,4,14,0,4,2,0,0,0,0,0,0,0,0,0,8
3089,9,9,12,0,36,10,6,3,0,7,0,0,0,0,0,0,0,0,0,0,45
3090,10,75,72,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3091,25,72,55,11,34,4,0,0,0,5,4,0,0,0,0,0,0,0,0,0,26
3092,37,58,49,23,32,10,2,0,0,3,1,0,0,0,0,0,0,0,0,0,50
3093,120,68,58,8,22,7,7,0,0,4,2,0,0,0,0,0,0,0,0,0,42
3094,5,53,35,12,44,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,54
3095,57,17,9,1,14,8,3,4,0,4,4,0,3,0,0,0,0,0,0,0,4
3096,6,35,28,5,27,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5
3097,25,307,290,12,48,7,7,3,0,1,2,0,0,0,0,0,0,0,0,0,58
3098,23,27,24,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3099,1,47,26,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3100,18,257,239,15,26,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,35
3101,10,35,41,1,10,9,1,3,0,7,3,0,0,0,0,0,0,0,0,0,14
3102,8,43,38,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3103,62,256,311,119,25,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,41
3104,53,128,118,9,60,10,9,0,0,2,3,1,1,0,0,0,0,0,0,0,61
3105,40,171,148,9,76,13,8,0,0,2,3,0,4,0,0,0,0,0,0,0,13
3106,33,48,47,3,4,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2
3107,77,173,165,5,24,28,3,12,0,6,5,0,0,0,0,0,0,0,0,0,39
3108,9,38,38,4,48,10,5,0,0,4,0,0,0,0,0,0,0,0,0,0,51
3109,262,121,97,10,63,31,6,5,0,5,1,0,0,0,0,0,0,0,0,0,117
3110,1,56,44,9,26,4,1,0,0,0,4,1,1,0,0,0,0,0,0,0,6
3111,15,19,22,0,32,35,4,0,0,4,4,0,0,0,0,0,0,0,0,0,76
3112,3,41,20,21,35,5,5,0,0,2,9,0,0,0,0,0,0,0,0,0,50
3113,18,45,41,4,19,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5
3114,1,32,22,9,25,3,4,0,0,3,3,0,0,0,0,0,0,0,0,0,32
3115,39,51,39,2,35,27,5,8,0,3,3,0,0,0,0,0,0,0,0,0,60
3116,17,46,30,14,46,25,5,17,0,2,4,0,0,0,0,0,0,0,0,0,65
3117,16,33,40,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3118,62,199,181,353,60,7,2,0,0,8,0,0,0,0,0,0,0,0,0,0,92
3119,20,15,14,1,17,18,2,0,0,12,0,0,0,0,0,0,0,0,0,0,33
3120,136,19,8,1,18,20,7,5,0,2,1,0,0,0,0,0,0,0,0,0,37
3121,59,97,72,23,111,32,4,11,0,7,1,0,0,0,0,0,0,0,0,0,133
3122,102,44,35,5,14,10,3,1,0,1,1,0,0,0,0,0,0,0,0,0,31
3123,24,61,50,5,21,12,6,1,0,1,3,0,0,0,0,0,0,0,0,0,46
3124,35,111,98,23,58,18,5,10,0,7,1,0,0,0,0,0,0,0,0,0,83
3125,22,92,77,6,22,7,4,0,0,5,3,1,0,0,0,0,0,0,0,0,4
3126,26,75,87,16,55,6,2,0,0,0,2,0,0,0,0,4,89,1,0,0,44
3127,44,116,143,21,154,116,61,0,1,26,29,0,0,0,0,15,142,3,10,2,76
3128,43,86,90,11,101,154,93,0,0,31,50,0,0,0,0,56,181,2,0,0,91
3129,6,24,28,7,25,7,10,1,0,2,3,0,0,0,0,4,27,4,4,0,14
3130,25,47,54,6,27,17,11,0,0,12,2,0,0,0,0,0,45,0,0,2,32
3131,25,4,17,1,23,11,4,0,0,1,3,0,0,0,0,5,25,0,0,0,16
3132,56,170,191,13,58,23,23,3,0,14,13,0,0,0,0,6,94,3,0,0,53
3133,0,2,9,0,9,13,20,0,0,6,6,0,0,0,0,8,32,2,0,4,19
3134,19,54,53,5,20,21,9,8,0,5,8,0,0,0,0,3,36,0,0,0,19
3135,11,24,47,5,18,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,16
3136,1,4,7,0,9,27,1,6,0,9,15,0,0,0,0,2,11,3,0,0,7
3137,10,67,69,2,31,8,16,0,0,4,5,0,0,0,0,8,52,5,8,5,22
3138,21,85,91,2,62,18,19,3,0,7,13,1,0,0,0,12,77,4,6,0,35
3139,1,3,5,0,17,64,14,0,0,0,6,0,0,0,0,5,47,1,0,0,5
3140,10,15,19,15,20,20,13,7,0,8,5,0,1,0,0,6,40,0,0,0,17
3141,44,16,50,2,52,262,98,1,0,35,35,0,0,0,0,20,130,3,0,14,79
3142,12,19,25,1,19,38,17,2,0,8,4,0,0,0,0,0,40,0,0,2,1
3143,7,43,46,0,18,1,0,0,0,1,0,0,0,0,0,18,32,11,0,0,11
3144,7,13,14,1,10,5,2,0,0,3,1,0,0,0,0,4,31,0,2,0,15
3145,40,33,38,3,27,15,9,0,0,3,8,0,0,0,0,2,37,5,0,8,2
3146,35,50,78,7,87,175,85,1,1,54,66,1,4,0,0,43,145,3,30,101,5
3147,12,47,48,3,32,2,2,1,0,1,0,0,0,0,0,7,31,4,0,0,14
3148,6,34,37,8,30,14,18,2,0,6,4,0,0,0,0,7,28,6,1,4,16
3149,55,12,15,0,6,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,4
3150,76,117,172,12,98,0,0,0,0,0,0,0,0,0,0,58,170,67,0,4,59
3151,64,89,106,9,27,20,2,1,0,5,0,0,0,0,0,4,55,1,0,5,32
3152,0,11,11,814,10,4,1,0,0,1,0,0,0,0,0,2,13,2,0,4,8
3153,18,24,33,1,16,0,0,0,0,0,0,0,0,0,0,27,26,15,8,26,4
3154,65,10,12,0,10,0,0,0,0,0,0,0,0,0,0,2,17,3,0,0,9
3155,0,1,10,0,5,33,23,0,0,13,5,0,0,0,0,28,44,0,6,6,26
3156,3,32,40,4,15,1,0,0,0,0,0,0,0,0,0,0,24,2,0,0,9
3157,55,18,37,0,30,58,20,0,0,15,7,1,1,0,0,16,118,0,4,14,59
3158,3,38,42,1,14,8,6,0,0,5,3,0,0,0,0,6,19,2,0,0,11
3159,5,7,21,0,10,161,9,2,0,19,12,0,0,0,0,8,50,0,4,0,30
3160,10,39,33,2,19,13,11,0,0,2,5,0,0,0,0,6,24,4,0,0,11
3161,37,84,104,6,68,84,46,0,0,40,17,0,0,0,0,16,111,4,5,34,64
3162,25,27,35,2,11,0,0,0,0,0,0,0,0,0,0,2,11,2,0,0,1
3163,14,54,58,2,27,6,2,0,0,2,0,0,0,0,0,5,38,2,3,3,15
3164,13,38,34,2,39,44,13,1,0,16,11,0,0,0,0,19,79,4,0,24,40
3165,42,34,41,4,41,68,11,0,0,24,13,0,0,0,0,10,118,0,11,32,45
3166,27,15,33,0,40,38,13,1,0,17,7,0,0,0,0,5,67,3,0,0,37
3167,25,39,44,4,48,32,19,1,0,13,7,0,0,0,0,31,65,2,5,4,33
3168,11,54,48,14,50,13,14,0,0,8,7,0,0,0,0,0,85,0,0,0,48
3169,78,84,102,12,86,77,32,0,0,17,4,0,1,0,0,36,155,2,0,6,69
3170,0,0,6,0,13,16,6,1,0,5,1,0,0,0,0,6,31,0,0,2,13
3171,0,0,13,0,12,22,38,0,0,17,20,0,0,0,0,2,34,2,0,0,21
3172,6,22,27,2,28,32,11,2,0,7,26,0,0,0,0,4,25,1,0,0,10
3173,17,48,68,1,28,3,0,0,0,0,0,0,0,0,0,12,51,3,0,2,20
3174,5,49,56,1,13,9,3,1,0,7,0,0,0,0,0,6,16,0,0,0,10
3175,77,189,213,6,36,60,21,0,0,15,8,0,0,0,0,10,68,3,6,2,38
3176,2,1,2,0,2,8,15,0,0,3,7,0,1,0,0,11,14,7,14,6,6
3177,1,37,46,3,16,8,7,0,0,3,1,0,0,0,0,16,35,10,2,0,16
3178,12,20,36,1,34,13,10,0,0,2,6,0,0,0,0,26,55,2,0,10,5
3179,74,66,76,4,30,15,6,0,0,4,6,0,0,0,0,2,43,2,0,0,4
3180,27,52,62,2,30,9,8,1,0,10,2,0,0,0,0,18,45,7,5,6,19
3181,13,59,70,8,78,116,45,0,0,21,20,0,0,0,0,2,167,2,0,0,89
