,eid,gender,birth_year,edu_degree,course_category,course_type,course_duration,student_amount,course_amount,dropout_rate_of_course,dropout_rate_of_user,L_mean,L_var,L_skew,L_kurtosis,S_mean,S_var,S_skew,S_kurtosis,11,12,13,14,21,22,23,24,31,32,33,34,41,42,43,44
604,24925,0,,0,16,0,12065400,902,,69,,68835.08,28575279251.19,2.48,5.16,19.34,2668.21,3.45,11.93,86,0,0,19,2,0,0,0,0,0,0,0,17,1,0,7
605,24958,1,8.0,3,16,0,12065400,902,7.0,69,85.0,143391.79,65550249359.74,1.48,0.42,34.47,2775.39,2.68,7.49,110,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
606,24975,0,,0,16,0,12065400,902,1.0,69,,2750.22,28246064.17,2.44,4.03,19.6,2440.69,4.01,16.28,47,0,0,6,2,0,0,0,0,0,0,0,5,1,0,0
607,25003,1,7.0,3,16,0,12065400,902,1.0,69,,38689.5,14011375549.92,3.69,12.05,40.41,6387.01,2.04,2.58,52,1,0,2,4,0,0,0,0,0,0,0,0,2,0,0
608,25004,1,,0,16,0,12065400,902,2.0,69,,143944.12,183958327781.16,3.11,8.43,19.6,3101.92,3.61,12.56,48,0,0,11,1,0,0,0,0,0,0,0,11,0,0,2
609,25033,0,,0,16,0,12065400,902,2.0,69,,65125.46,39071190046.4,3.95,16.15,28.14,2554.4,2.46,6.27,274,0,2,36,0,0,0,0,2,0,2,2,36,0,2,20
610,25038,0,,0,16,0,12065400,902,2.0,69,,114727.08,56866908193.03,2.16,3.93,22.34,3208.51,3.13,8.94,266,2,0,10,3,0,0,0,0,0,0,0,9,1,0,2
611,25069,1,9.0,4,16,0,12065400,902,19.0,69,89.0,57693.77,15487363872.54,2.62,6.6,32.9,3796.67,2.3,4.36,150,0,0,35,0,0,0,0,0,0,0,0,36,0,0,14
612,25080,0,,0,16,0,12065400,902,2.0,69,,126037.38,85244617413.31,2.36,4.18,24.31,2545.75,3.11,10.6,107,1,0,10,4,0,0,2,0,0,0,0,8,4,0,4
613,25109,2,8.0,3,16,0,12065400,902,1.0,69,,102596.54,110557011219.02,4.42,18.59,34.39,3731.43,2.32,4.59,151,2,1,3,2,0,0,0,1,0,0,0,2,0,0,0
614,25110,1,9.0,3,16,0,12065400,902,18.0,69,94.0,76930.59,38170572848.71,2.8,6.89,18.21,1878.0,3.29,10.34,51,0,0,16,0,0,0,0,0,0,0,0,16,0,0,3
615,25113,1,7.0,6,16,0,12065400,902,17.0,69,64.0,161429.33,124500527332.49,2.09,2.86,14.0,1009.12,4.11,19.11,59,1,0,10,2,1,0,1,0,0,0,0,9,2,0,4
616,25194,0,,0,16,0,12065400,902,7.0,69,85.0,,,,,39.14,1884.39,1.16,0.7,15,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1
617,25216,1,8.0,3,16,0,12065400,902,4.0,69,100.0,199081.4,137754690013.71,2.04,2.5,25.32,2467.68,2.75,8.42,41,0,0,8,0,0,0,0,0,0,0,0,8,0,0,13
618,25269,1,9.0,6,16,0,12065400,902,,69,,54931.84,29242391528.13,4.3,19.51,24.13,2281.96,2.86,8.87,189,0,0,29,3,0,0,0,0,0,0,1,27,2,1,2
619,25284,0,,0,16,0,12065400,902,1.0,69,,47589.23,27238281362.44,4.04,15.35,26.59,3979.01,2.88,7.38,204,0,0,27,0,0,0,0,0,0,0,0,27,0,0,8
620,25311,1,9.0,3,16,0,12065400,902,4.0,69,100.0,52651.55,15540588084.9,2.8,6.79,29.19,3228.6,2.98,8.86,338,0,0,43,1,0,0,0,0,0,0,0,42,1,1,19
621,25319,1,9.0,6,16,0,12065400,902,1.0,69,,97910.83,40163503322.83,2.76,7.51,27.72,3013.01,2.31,4.56,112,0,0,27,0,0,0,0,0,0,0,0,26,0,0,19
622,25335,0,,0,16,0,12065400,902,3.0,69,100.0,73585.12,44019746560.1,3.09,7.75,24.06,2957.56,3.14,9.57,107,0,0,17,0,0,0,0,0,0,0,0,17,0,0,5
623,25339,0,,0,16,0,12065400,902,1.0,69,,128400.5,16527323306.25,0.06,1.93,82.14,10106.98,0.78,1.0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2
624,25360,1,,6,16,0,12065400,902,1.0,69,,,,,,12.21,897.43,3.54,11.42,6,0,0,6,1,0,0,0,0,0,0,0,5,0,0,3
625,25401,0,,0,16,0,12065400,902,1.0,69,,43261.57,8213658513.39,2.62,5.97,47.46,4705.76,1.71,1.99,56,0,0,11,2,0,0,0,0,0,0,0,10,1,0,11
626,25404,1,9.0,3,16,0,12065400,902,2.0,69,,49865.0,14771475088.61,3.46,11.9,26.19,2609.06,2.39,5.22,159,0,0,18,0,0,0,0,0,0,0,0,18,0,0,7
627,25450,0,,0,16,0,12065400,902,1.0,69,,,,,,22.9,2822.47,3.01,7.86,11,1,0,3,3,1,0,0,0,0,0,0,1,2,0,1
628,25452,0,,0,16,0,12065400,902,1.0,69,,59613.09,24350230540.99,3.23,9.51,47.03,6350.65,1.81,1.99,141,0,0,8,0,0,0,0,0,0,0,0,8,0,0,2
629,25512,2,7.0,3,16,0,12065400,902,4.0,69,100.0,13331.45,526490312.25,1.92,2.67,3.51,37.88,34.54,1401.35,10853,1,0,22,2,0,0,0,0,0,0,0,22,0,0,14
630,25517,2,9.0,3,16,0,12065400,902,5.0,69,100.0,73072.87,28099483492.47,2.81,7.15,39.25,4226.7,2.32,4.76,146,0,0,26,0,0,0,0,0,0,0,3,26,0,3,10
631,25532,0,,0,16,0,12065400,902,1.0,69,,118409.58,118123980053.09,2.81,6.31,14.33,2287.37,4.84,22.76,170,0,0,13,0,0,0,0,0,0,0,0,12,0,0,5
632,25594,1,,5,16,0,12065400,902,1.0,69,,383635.6,170683792057.84,0.63,1.16,16.1,1144.95,4.43,22.57,43,0,0,5,1,0,0,1,0,0,0,0,4,1,0,7
633,25608,0,,0,16,0,12065400,902,1.0,69,,80788.65,49560490158.82,3.77,13.4,42.4,5260.93,1.88,2.43,83,0,0,20,0,0,0,0,0,0,0,0,20,0,0,32
634,25612,0,,0,16,0,12065400,902,1.0,69,,48195.0,2236217527.5,0.04,1.94,8.81,1388.55,5.51,29.17,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,25617,1,,0,16,0,12065400,902,6.0,69,100.0,113164.54,38849163667.48,2.77,8.12,43.96,5785.39,1.68,1.28,39,0,0,15,0,0,0,0,0,0,0,0,15,0,0,5
636,25618,1,9.0,3,16,0,12065400,902,2.0,69,,91774.55,52736801615.34,2.99,8.27,28.32,2785.12,2.6,6.96,127,0,0,24,0,0,0,0,0,0,0,0,24,0,0,12
637,25649,1,7.0,7,16,0,12065400,902,3.0,69,33.0,54657.2,7563376453.09,1.55,0.99,18.53,2176.95,3.72,13.12,45,1,0,5,2,0,0,0,0,0,0,0,4,0,0,0
638,25696,0,,0,16,0,12065400,902,1.0,69,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,25713,1,,3,16,0,12065400,902,6.0,69,100.0,53079.63,18656016494.58,3.29,10.68,33.31,3258.16,2.31,5.05,587,0,0,27,0,0,0,0,0,0,0,0,26,0,0,18
640,25743,1,6.0,6,16,0,12065400,902,1.0,69,,49932.81,8716293106.74,2.58,6.57,36.3,3322.63,2.5,6.28,595,1,0,14,2,0,0,0,0,0,0,0,12,1,0,1
641,25756,0,,0,16,0,12065400,902,2.0,69,,592.25,27708.69,0.21,1.72,26.5,4113.82,3.15,8.32,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,25819,0,,0,16,0,12065400,902,,69,,229784.4,209248896195.04,1.5,0.25,26.35,3088.4,2.45,5.07,95,0,0,4,3,0,0,0,0,0,0,0,2,2,0,3
643,25823,2,6.0,5,16,0,12065400,902,2.0,69,,82652.66,28983834873.88,1.96,2.23,18.76,1631.07,3.8,15.91,89,0,0,5,0,0,0,0,0,0,0,0,5,0,0,1
644,25825,0,,0,16,0,12065400,902,3.0,69,66.0,153080.47,91099259364.92,2.39,5.06,27.12,3118.18,2.56,5.39,61,0,0,17,1,0,0,0,0,0,0,0,16,1,0,2
645,25827,0,,0,16,0,12065400,902,2.0,69,,52843.79,25692677395.28,4.4,20.22,24.59,2726.27,3.1,9.9,374,0,0,29,2,0,0,0,0,0,0,0,27,2,0,12
646,26156,1,,6,4,0,10512000,272,2.0,82,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
647,26167,0,,0,4,0,10512000,272,1.0,82,,1228.08,2901099.91,2.16,3.32,19.85,1946.87,3.32,12.18,184,10,0,27,12,37,0,5,0,0,0,0,25,7,0,49
648,26206,0,,0,4,0,10512000,272,1.0,82,,,,,,24.48,2042.68,2.59,6.06,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
649,26306,1,9.0,6,4,0,10512000,272,,82,,85037.83,24492218632.81,1.67,0.95,9.9,814.47,6.31,47.17,36,0,0,6,1,254,0,4,0,0,0,0,4,6,0,2
650,26362,1,,0,4,0,10512000,272,2.0,82,,257953.0,76905842966.4,0.4,1.83,11.5,899.88,3.45,10.28,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
651,26412,0,,0,4,0,10512000,272,5.0,82,40.0,604817.25,335891875182.69,0.54,1.25,6.24,129.98,2.81,8.0,5,0,0,4,0,15,0,5,0,0,0,0,4,5,0,23
652,26454,1,9.0,3,4,0,10512000,272,10.0,82,70.0,161045.0,29643912093.5,0.54,1.32,7.6,308.35,4.44,26.22,0,0,0,4,0,120,0,5,0,0,0,0,4,5,0,29
653,26458,0,,0,4,0,10512000,272,1.0,82,,93774.47,61011657231.43,2.98,7.69,16.55,1250.46,4.84,28.23,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0
654,26484,0,,0,4,0,10512000,272,1.0,82,,32723.91,3530790268.26,1.81,1.74,22.79,2298.78,3.2,10.78,112,8,0,19,7,36,0,4,0,0,0,0,21,3,0,14
655,26514,1,8.0,4,4,0,10512000,272,25.0,82,68.0,,,,,27.0,4004.57,2.04,2.17,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
656,26516,1,9.0,6,4,0,10512000,272,1.0,82,,61611.88,7555453383.72,2.18,4.6,14.67,974.42,4.56,24.16,0,0,0,0,0,1122,0,2,0,0,0,0,0,2,0,15
657,26583,0,,0,4,0,10512000,272,1.0,82,,358817.43,615772294091.39,2.0,2.06,13.36,1714.44,4.24,18.64,225,11,0,12,8,52,0,3,0,0,0,0,15,0,0,15
658,26612,2,9.0,5,4,0,10512000,272,1.0,82,,,,,,10.96,1262.4,5.75,37.37,88,0,0,24,0,4,0,4,0,0,0,0,24,4,0,22
659,26619,0,,0,4,0,10512000,272,,82,,165275.29,129344789970.49,2.0,2.06,14.94,1374.43,3.97,16.74,88,8,0,22,6,52,0,6,0,0,0,0,24,4,0,42
660,26626,1,,6,4,0,10512000,272,1.0,82,,,,,,14.85,1547.48,4.37,21.28,3,4,0,13,4,238,0,14,0,0,0,0,13,14,0,27
661,26667,2,9.0,3,4,0,10512000,272,5.0,82,100.0,60649.06,31305620174.14,3.24,9.33,29.02,2418.54,2.69,7.88,822,27,0,45,21,225,0,39,0,0,0,2,52,33,2,111
662,26680,0,,0,4,0,10512000,272,1.0,82,,7924.38,231963255.23,2.01,2.39,34.51,3672.71,2.15,3.55,13,0,0,19,0,0,0,0,0,0,0,0,19,0,0,35
663,26695,1,9.0,6,4,0,10512000,272,2.0,82,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
664,26744,0,,0,4,0,10512000,272,11.0,82,90.0,,,,,18.4,2492.07,4.32,19.87,21,1,0,2,1,2,0,0,0,0,0,0,2,0,0,18
665,26782,0,,0,4,0,10512000,272,2.0,82,,,,,,12.96,1410.28,5.27,29.85,82,5,0,31,7,2,0,2,0,0,0,0,29,4,0,21
666,26805,0,,0,4,0,10512000,272,2.0,82,,45224.82,15515354764.15,2.81,5.97,30.07,3293.27,2.66,6.73,160,8,0,37,7,24,0,3,0,0,0,0,39,2,0,50
667,26838,0,,0,4,0,10512000,272,2.0,82,,,,,,9.79,70.16,0.66,0.54,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
668,26843,1,9.0,3,4,0,10512000,272,,82,,53020.35,11786512600.7,2.83,7.32,21.06,2229.34,3.19,10.24,117,15,0,24,16,66,0,10,0,0,0,0,23,11,0,53
669,27010,0,,0,4,0,10512000,272,1.0,82,,95623.64,25427307856.5,1.63,1.39,13.34,1420.05,5.03,26.99,151,31,0,42,24,167,0,15,0,0,0,0,50,8,0,73
670,27716,1,9.0,3,18,0,16300800,363,10.0,82,70.0,,,,,31.53,2817.89,2.52,7.15,57,0,0,7,0,0,0,0,0,0,0,0,8,0,0,13
671,27785,0,,0,18,0,16300800,363,1.0,82,,29989.83,13995113461.81,3.88,13.05,22.99,2181.82,3.0,9.3,94,0,0,16,0,10,0,6,0,0,0,0,16,6,0,19
672,27821,0,,0,18,0,16300800,363,1.0,82,,99868.61,43146303866.41,2.57,5.83,15.57,1592.75,3.59,13.18,51,1,0,31,0,4,0,6,0,0,0,0,32,5,0,22
673,27918,1,9.0,7,18,0,16300800,363,11.0,82,72.0,203653.93,323072296179.35,3.18,8.45,10.22,677.18,5.44,35.87,34,1,0,18,1,2,0,8,0,0,0,0,18,8,0,38
674,27953,0,,0,18,0,16300800,363,1.0,82,,103251.14,71404925481.12,2.85,6.77,11.77,1006.19,3.7,13.27,0,1,0,2,0,28,0,28,0,0,0,1,3,27,1,54
675,28055,1,,3,18,0,16300800,363,2.0,82,,290069.0,202810404705.0,1.14,0.68,15.07,1053.37,3.1,10.19,3,0,0,1,0,8,0,7,0,0,0,0,1,7,0,45
676,28116,1,9.0,6,18,0,16300800,363,16.0,82,93.0,60443.81,68636945716.78,5.85,34.74,3.81,272.06,11.58,148.66,171,3,0,62,1,4015,3,38,0,3,0,0,65,36,0,99
677,28196,0,,0,18,0,16300800,363,1.0,82,,247376.4,234574730114.64,1.5,0.25,1.63,26.74,26.77,780.47,2,0,0,3,0,987,0,4,0,0,0,0,3,5,0,20
678,28214,0,,0,18,0,16300800,363,1.0,82,,,,,,14.54,1315.23,4.2,19.56,2,0,0,4,0,22,0,17,0,0,0,0,4,17,0,24
679,28254,2,9.0,3,18,0,16300800,363,41.0,82,85.0,,,,,10.89,228.1,1.96,2.61,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,6
680,28272,1,9.0,5,18,0,16300800,363,1.0,82,,56194.58,34609853811.4,3.81,12.96,18.1,2849.33,3.9,15.09,76,0,0,45,1,6,0,6,0,0,0,0,45,7,0,70
681,28320,0,,0,18,0,16300800,363,1.0,82,,63076.95,18846832246.95,2.39,4.36,17.32,1491.38,3.81,16.42,127,1,0,67,0,16,0,9,0,0,0,0,68,8,0,58
682,29637,0,,0,8,0,11721600,702,1.0,77,,79947.45,44706736700.25,2.77,6.37,23.1,2312.17,3.28,11.76,220,0,0,15,0,2,0,3,0,0,0,0,15,3,0,33
683,29649,1,7.0,4,8,0,11721600,702,2.0,77,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,29660,0,,0,8,0,11721600,702,2.0,77,,73932.7,147676134588.68,5.2,25.02,25.79,2686.03,2.98,9.23,413,1,0,24,0,0,0,2,0,0,0,0,26,1,0,63
685,29717,1,9.0,3,8,0,11721600,702,3.0,77,100.0,,,,,26.67,805.78,1.33,0.97,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,3
686,29777,0,,0,8,0,11721600,702,1.0,77,,36506.49,8563861921.09,3.34,11.24,24.53,2760.68,3.25,11.08,501,8,0,33,9,42,0,10,0,0,0,0,32,11,0,52
687,29778,0,,0,8,0,11721600,702,3.0,77,100.0,86135.5,21678967842.75,1.15,0.67,12.24,381.9,2.72,6.86,17,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1
688,29838,0,,0,8,0,11721600,702,1.0,77,,62370.9,12267888120.76,1.76,1.54,30.01,3095.04,2.52,5.82,159,0,0,15,0,100,0,17,0,0,0,0,15,18,0,68
689,29844,2,9.0,3,8,0,11721600,702,2.0,77,,187254.5,133773333958.85,1.51,0.31,15.8,1729.47,4.18,17.86,23,0,0,8,0,0,0,2,0,0,0,0,9,2,0,40
690,29889,0,,0,8,0,11721600,702,2.0,77,,202124.87,147500066826.78,2.85,7.33,13.18,844.59,4.41,21.45,42,0,0,14,0,2,0,2,0,0,0,0,15,2,0,17
691,29937,0,,0,8,0,11721600,702,,77,,44190.1,22510312667.76,4.36,18.62,38.46,4089.44,2.12,3.8,184,1,0,25,0,0,0,2,0,0,0,0,26,1,0,2
692,29987,0,,0,8,0,11721600,702,,77,,17167.41,3490850409.3,3.67,11.65,28.56,2709.08,2.44,5.33,129,0,0,22,0,1,0,3,0,0,0,0,22,3,0,2
693,30040,0,,0,8,0,11721600,702,1.0,77,,173151.33,232486304396.44,2.47,4.12,26.62,1969.42,2.6,6.86,38,0,0,3,0,0,0,1,0,0,0,0,3,1,0,1
694,30186,0,,0,8,0,11721600,702,3.0,77,100.0,,,,,40.0,2126.0,1.04,0.53,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
695,30314,0,,0,8,0,11721600,702,4.0,77,75.0,13641.94,1484882715.72,2.95,7.37,15.43,892.6,4.3,23.75,334,0,0,14,0,5,0,6,0,0,0,0,15,6,0,30
696,30411,0,,0,8,0,11721600,702,2.0,77,,172014.88,116126383079.23,2.34,4.75,14.08,1185.78,4.26,19.15,23,0,0,7,0,80,1,17,0,0,1,1,7,18,0,76
697,30453,0,,0,8,0,11721600,702,7.0,77,71.0,22717.04,9423639431.35,4.47,17.98,17.57,2072.83,3.28,9.82,61,0,0,19,0,0,0,0,0,0,0,0,20,0,0,39
698,30498,0,,0,8,0,11721600,702,1.0,77,,,,,,23.8,1829.38,3.69,17.1,56,0,0,4,0,6,0,2,0,0,0,0,4,2,0,13
699,30589,0,,0,8,0,11721600,702,,77,,,,,,13.84,300.34,1.82,2.38,10,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6
700,30636,0,,0,8,0,11721600,702,1.0,77,,,,,,14.58,416.98,2.02,3.28,3,0,0,3,0,0,0,1,0,0,0,0,4,1,0,7
701,30642,0,,0,8,0,11721600,702,2.0,77,,46508.71,7495741239.35,1.8,1.55,11.65,1558.37,5.34,30.93,140,1,0,7,0,0,0,5,0,0,0,0,8,4,0,12
702,30643,0,,0,8,0,11721600,702,18.0,77,88.0,80098.78,69227422585.14,4.35,18.13,18.58,3165.93,4.0,15.53,68,0,0,23,0,0,0,2,0,0,0,0,24,2,0,58
703,30650,1,8.0,3,8,0,11721600,702,15.0,77,73.0,,,,,11.0,104.5,0.91,0.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
704,30710,0,,0,8,0,11721600,702,,77,,53479.48,24128203696.66,4.42,19.24,21.0,1994.2,3.42,12.57,375,26,0,6,25,94,0,4,0,0,0,0,7,3,0,2
705,30928,2,9.0,3,8,0,11721600,702,2.0,77,,1379.11,4062454.32,2.31,3.62,25.74,2421.24,2.56,6.68,79,2,0,7,1,34,0,5,0,0,0,0,8,4,0,25
706,30937,0,,0,8,0,11721600,702,2.0,77,,226237.0,124123390430.25,1.94,2.29,19.01,2063.02,3.79,15.55,78,0,0,10,0,0,0,0,0,0,0,0,11,0,0,27
707,31106,0,,0,8,0,11721600,702,23.0,77,69.0,,,,,3.25,3.69,0.91,0.67,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5
708,31239,2,9.0,3,8,0,11721600,702,4.0,77,100.0,,,,,47.23,3704.02,1.16,0.26,9,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2
709,31314,1,,6,8,0,11721600,702,1.0,77,,11215.46,432507936.56,2.54,6.77,30.8,2739.48,2.76,8.05,1075,24,0,9,18,160,0,11,0,0,0,0,14,6,0,2
710,31360,0,,0,8,0,11721600,702,1.0,77,,1964.5,4434919.25,1.12,0.69,58.25,6871.09,1.58,1.2,9,0,0,2,0,0,0,0,0,0,0,0,2,0,0,10
711,31395,0,,4,8,0,11721600,702,3.0,77,66.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
712,31397,2,9.0,6,8,0,11721600,702,7.0,77,85.0,121899.73,184676322497.02,4.21,16.15,30.01,3450.09,2.5,5.44,154,0,0,10,0,0,0,0,0,0,0,0,10,0,0,27
713,31640,0,,0,1,0,7054200,370,1.0,87,,,,,,23.4,229.44,0.61,0.46,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
714,31650,2,9.0,3,1,0,7054200,370,3.0,87,100.0,113935.15,81446427856.93,2.61,5.85,26.51,2521.67,3.16,10.96,0,0,0,0,0,70,0,3,0,0,0,1,0,3,1,68
715,31655,2,8.0,4,1,0,7054200,370,,87,,158671.83,121280499421.81,1.79,1.2,7.53,494.25,4.71,23.21,30,8,0,8,9,24,0,6,0,0,0,0,7,7,0,20
716,31688,2,,0,1,0,7054200,370,3.0,87,33.0,6873.12,361770145.26,3.2,8.72,14.85,1924.68,4.11,17.63,63,5,0,24,9,11,0,12,0,0,0,0,20,15,0,40
717,31726,2,9.0,3,1,0,7054200,370,1.0,87,,216449.38,325967620071.48,2.27,3.14,19.8,2689.22,3.63,12.88,13,5,0,7,6,20,0,3,0,0,0,0,6,4,0,24
718,31743,0,,0,1,0,7054200,370,3.0,87,66.0,4462.31,185846687.71,3.54,10.74,11.05,764.6,4.09,18.33,118,17,0,39,22,33,0,17,0,0,0,0,33,22,0,16
719,31827,2,8.0,4,1,0,7054200,370,1.0,87,,1284.18,2730744.15,2.29,3.89,16.67,1549.9,3.21,11.31,29,5,0,20,8,4,0,6,0,0,0,0,17,9,0,37
720,31996,0,,0,1,0,7054200,370,3.0,87,33.0,,,,,8.55,225.56,2.34,4.98,1,1,0,5,2,7,0,3,0,0,0,0,4,3,0,13
721,32154,2,8.0,3,1,0,7054200,370,1.0,87,,51482.6,10162476440.24,1.5,0.25,9.68,600.16,3.87,16.2,8,4,0,5,3,3,0,3,0,0,0,0,7,2,0,45
722,32212,1,7.0,0,1,0,7054200,370,5.0,87,80.0,99599.75,101535297929.69,3.01,7.08,14.91,2056.5,4.26,18.4,50,2,0,22,7,0,0,1,0,0,0,0,18,6,0,11
723,32333,0,,0,1,0,7054200,370,1.0,87,,,,,,24.35,2518.94,3.42,11.56,10,0,0,6,0,0,0,0,0,0,0,0,6,0,0,9
724,32352,0,,0,1,0,7054200,370,,87,,95185.18,62085631258.5,2.97,7.67,10.88,492.35,4.22,20.8,50,8,0,19,14,21,0,4,0,0,0,0,13,10,0,85
725,32413,0,,0,1,0,7054200,370,,87,,,,,,18.14,134.12,1.47,1.94,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
726,32447,1,9.0,3,1,0,7054200,370,,87,,80479.41,61619853815.15,4.01,14.98,23.11,2363.83,2.92,9.12,122,12,0,34,15,24,0,17,0,0,0,0,31,19,0,67
727,32496,0,,0,1,0,7054200,370,1.0,87,,80663.61,39449675111.45,2.7,5.86,13.21,1674.76,4.18,18.2,119,9,0,117,42,12,0,26,0,0,0,0,83,59,0,130
728,32502,0,,0,1,0,7054200,370,1.0,87,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,33617,0,,0,11,0,13708800,1332,1.0,76,,356821.4,74436393393.84,0.39,1.8,8.51,576.19,5.28,32.98,1,0,0,3,0,20,0,13,0,0,0,0,3,13,0,55
730,33632,2,8.0,4,11,0,13708800,1332,1.0,76,,19314.52,2086669863.68,2.49,4.76,23.37,2217.5,3.18,10.75,220,0,0,45,0,5,0,7,0,0,0,0,46,7,0,30
731,33664,1,8.0,3,11,0,13708800,1332,2.0,76,,17516.97,3338847482.64,4.55,20.86,19.37,2211.58,3.57,13.02,113,1,2,57,1,19,0,11,1,0,0,3,58,11,2,89
732,33746,0,,0,11,0,13708800,1332,1.0,76,,9091.32,1035700879.27,3.95,13.74,3.68,65.32,22.97,621.58,5286,0,0,34,0,13,0,5,0,0,0,0,35,5,0,33
733,33770,1,8.0,3,11,0,13708800,1332,7.0,76,71.0,1574.0,7961744.67,2.46,4.07,29.11,3684.27,2.81,7.44,118,0,0,12,0,0,0,0,0,0,0,0,13,0,0,5
734,33811,0,,0,11,0,13708800,1332,,76,,346844.83,554338959296.81,1.78,1.19,8.9,833.99,5.13,27.1,11,0,0,17,0,0,0,0,0,0,0,0,16,0,0,19
735,33822,0,,0,11,0,13708800,1332,,76,,251267.0,60020532609.5,0.19,1.73,24.82,2694.51,2.53,5.62,8,0,0,4,0,0,0,0,0,0,0,0,4,0,0,20
736,33884,1,9.0,3,11,0,13708800,1332,1.0,76,,137845.57,79254999016.24,1.97,2.21,16.52,1595.76,3.78,15.74,117,2,0,13,0,10,0,8,0,0,0,0,15,7,0,25
737,33885,0,,0,11,0,13708800,1332,,76,,108122.19,140195438874.65,3.58,10.93,25.13,2790.64,2.59,6.39,81,0,0,22,0,7,0,4,0,0,0,0,22,4,0,49
738,33901,0,,0,11,0,13708800,1332,9.0,76,77.0,136782.14,109757631991.55,2.04,2.17,9.67,1451.15,6.1,37.98,64,0,0,12,0,0,0,0,0,0,0,0,13,0,0,9
739,33905,1,6.0,4,11,0,13708800,1332,34.0,76,76.0,,,,,10.91,635.54,2.77,5.82,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5
740,33945,0,,0,11,0,13708800,1332,1.0,76,,8097.2,166862373.36,1.49,0.23,10.77,1375.22,5.35,31.9,9,1,0,7,2,17,0,15,0,0,0,0,6,16,0,21
741,33961,0,,0,11,0,13708800,1332,7.0,76,100.0,172572.33,231032304603.33,2.47,4.12,19.61,2390.92,3.87,14.87,23,0,0,13,0,0,0,0,0,0,0,0,13,0,0,15
742,34027,1,7.0,3,11,0,13708800,1332,2.0,76,,593271.75,314901853217.19,1.1,0.7,13.17,940.9,3.72,14.31,0,0,0,6,0,13,0,0,0,0,0,0,6,1,0,6
743,34051,1,7.0,4,11,0,13708800,1332,1.0,76,,,,,,2.33,2.22,0.48,0.62,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3
744,34066,1,7.0,5,11,0,13708800,1332,6.0,76,83.0,,,,,29.9,3967.49,2.56,6.07,11,0,0,4,0,0,0,0,0,0,0,0,5,0,0,2
745,34092,1,8.0,3,11,0,13708800,1332,25.0,76,84.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
746,34164,1,8.0,3,11,0,13708800,1332,2.0,76,,197083.86,97926523071.55,1.02,0.85,6.36,157.38,4.61,23.64,25,0,0,8,0,0,0,0,0,0,0,0,8,0,0,10
747,34206,1,,0,11,0,13708800,1332,5.0,76,100.0,66022.18,19673641054.97,2.39,4.32,21.29,2967.13,3.12,9.03,57,0,0,21,1,24,0,4,0,0,0,0,20,5,0,32
748,34257,1,,0,11,0,13708800,1332,1.0,76,,204938.54,38645931609.63,0.56,1.02,13.04,1217.28,3.57,12.37,33,1,0,5,0,45,0,3,0,0,0,0,6,3,0,8
749,34271,1,,0,11,0,13708800,1332,1.0,76,,224534.62,51201081925.31,0.58,1.19,24.8,2270.36,2.55,6.16,2,0,0,2,0,39,0,9,0,0,0,0,2,9,0,46
750,34280,0,,0,11,0,13708800,1332,1.0,76,,72846.4,31124171736.34,2.93,7.75,18.9,1758.34,3.53,13.89,219,0,0,35,0,21,0,19,0,0,0,0,35,19,0,55
751,34359,0,,0,11,0,13708800,1332,1.0,76,,108848.22,55347127350.08,3.92,14.79,13.54,1428.15,4.84,26.39,117,3,0,51,0,22,0,7,0,0,0,0,54,5,0,69
